Month	Day	Period	Value
3	8	2	0
3	8	3	0
3	8	4	0
3	8	5	0
3	8	6	0
3	8	7	0
3	8	8	0
3	8	9	26.41
3	8	10	73.68
3	8	11	84.12
3	8	12	89.84
3	8	13	95.28
3	8	14	99
3	8	15	100
3	8	16	99
3	8	17	89.93
3	8	18	59.98
3	8	19	5.08
3	8	20	0
3	8	21	0
3	8	22	0
3	8	23	0
3	8	24	0
3	9	1	0
3	9	2	0
3	9	3	0
3	9	4	0
3	9	5	0
3	9	6	0
3	9	7	0
3	9	8	2.9
3	9	9	46.82
3	9	10	85.3
3	9	11	92.01
3	9	12	92.92
3	9	13	95.19
3	9	14	97.1
3	9	15	98.37
3	9	16	96.37
3	9	17	88.11
3	9	18	57.26
3	9	19	4.63
3	9	20	0
3	9	21	0
3	9	22	0
3	9	23	0
3	9	24	0
3	10	1	0
3	10	2	0
3	10	3	0
3	10	4	0
3	10	5	0
3	10	6	0
3	10	7	0
3	10	8	3.72
3	10	9	45.92
3	10	10	87.84
3	10	11	93.38
3	10	12	95.01
3	10	13	97.1
3	10	14	96.46
3	10	15	97.55
3	10	16	96.1
3	10	17	88.48
3	10	18	60.98
3	10	19	4.81
3	10	20	0
3	10	21	0
3	10	22	0
3	10	23	0
3	10	24	0
3	11	1	0
3	11	2	0
3	11	3	0
3	11	4	0
3	11	5	0
3	11	6	0
3	11	7	0
3	11	8	0
3	11	9	7.08
3	11	10	13.43
3	11	11	22.6
3	11	12	32.94
3	11	13	47.82
3	11	14	56.53
3	11	15	62.79
3	11	16	75.23
3	11	17	84.48
3	11	18	58.44
3	11	19	5.08
3	11	20	0
3	11	21	0
3	11	22	0
3	11	23	0
3	11	24	0
3	12	1	0
3	12	2	0
3	12	3	0
3	12	4	0
3	12	5	0
3	12	6	0
3	12	7	0
3	12	8	3.54
3	12	9	51
3	12	10	87.39
3	12	11	94.65
3	12	12	94.46
3	12	13	96.82
3	12	14	96.55
3	12	15	98.64
3	12	16	98.82
3	12	17	91.29
3	12	18	65.43
3	12	19	5.08
3	12	20	0
3	12	21	0
3	12	22	0
3	12	23	0
3	12	24	0
3	13	1	0
3	13	2	0
3	13	3	0
3	13	4	0
3	13	5	0
3	13	6	0
3	13	7	0
3	13	8	0
3	13	9	4.81
3	13	10	49.73
3	13	11	90.2
3	13	12	94.83
3	13	13	93.83
3	13	14	90.83
3	13	15	84.39
3	13	16	68.6
3	13	17	67.79
3	13	18	62.34
3	13	19	41.65
3	13	20	3.45
3	13	21	0
3	13	22	0
3	13	23	0
3	13	24	0
3	14	1	0
3	14	2	0
3	14	3	0
3	14	4	0
3	14	5	0
3	14	6	0
3	14	7	0
3	14	8	0
3	14	9	5.54
3	14	10	54.9
3	14	11	87.75
3	14	12	94.1
3	14	13	94.1
3	14	14	95.55
3	14	15	95.19
3	14	16	94.19
3	14	17	92.92
3	14	18	85.21
3	14	19	57.53
3	14	20	3.54
3	14	21	0
3	14	22	0
3	14	23	0
3	14	24	0
3	15	1	0
3	15	2	0
3	15	3	0
3	15	4	0
3	15	5	0
3	15	6	0
3	15	7	0
3	15	8	0
3	15	9	4.45
3	15	10	53.27
3	15	11	87.84
3	15	12	92.11
3	15	13	93.83
3	15	14	96.55
3	15	15	96.01
3	15	16	96.73
3	15	17	97.46
3	15	18	90.65
3	15	19	64.61
3	15	20	4.99
3	15	21	0
3	15	22	0
3	15	23	0
3	15	24	0
3	16	1	0
3	16	2	0
3	16	3	0
3	16	4	0
3	16	5	0
3	16	6	0
3	16	7	0
3	16	8	0
3	16	9	7.26
3	16	10	58.71
3	16	11	88.11
3	16	12	92.01
3	16	13	93.19
3	16	14	87.66
3	16	15	84.85
3	16	16	80.31
3	16	17	82.49
3	16	18	71.23
3	16	19	46.37
3	16	20	4.63
3	16	21	0
3	16	22	0
3	16	23	0
3	16	24	0
3	17	1	0
3	17	2	0
3	17	3	0
3	17	4	0
3	17	5	0
3	17	6	0
3	17	7	0
3	17	8	0
3	17	9	7.71
3	17	10	57.8
3	17	11	89.93
3	17	12	91.65
3	17	13	93.47
3	17	14	87.3
3	17	15	82.94
3	17	16	76.41
3	17	17	82.67
3	17	18	68.6
3	17	19	35.12
3	17	20	1.54
3	17	21	0
3	17	22	0
3	17	23	0
3	17	24	0
3	18	1	0
3	18	2	0
3	18	3	0
3	18	4	0
3	18	5	0
3	18	6	0
3	18	7	0
3	18	8	0
3	18	9	7.99
3	18	10	59.8
3	18	11	88.66
3	18	12	93.56
3	18	13	93.01
3	18	14	94.28
3	18	15	93.19
3	18	16	95.01
3	18	17	93.74
3	18	18	84.39
3	18	19	47.73
3	18	20	3.18
3	18	21	0
3	18	22	0
3	18	23	0
3	18	24	0
3	19	1	0
3	19	2	0
3	19	3	0
3	19	4	0
3	19	5	0
3	19	6	0
3	19	7	0
3	19	8	0
3	19	9	6.62
3	19	10	51
3	19	11	87.48
3	19	12	92.29
3	19	13	96.64
3	19	14	94.74
3	19	15	89.66
3	19	16	85.03
3	19	17	87.75
3	19	18	87.93
3	19	19	64.34
3	19	20	7.26
3	19	21	0
3	19	22	0
3	19	23	0
3	19	24	0
3	20	1	0
3	20	2	0
3	20	3	0
3	20	4	0
3	20	5	0
3	20	6	0
3	20	7	0
3	20	8	0
3	20	9	6.9
3	20	10	61.98
3	20	11	88.38
3	20	12	91.74
3	20	13	93.01
3	20	14	85.48
3	20	15	73.68
3	20	16	48.09
3	20	17	47.91
3	20	18	45.92
3	20	19	31.49
3	20	20	2.27
3	20	21	0
3	20	22	0
3	20	23	0
3	20	24	0
3	21	1	0
3	21	2	0
3	21	3	0
3	21	4	0
3	21	5	0
3	21	6	0
3	21	7	0
3	21	8	0
3	21	9	5.54
3	21	10	37.75
3	21	11	61.52
3	21	12	60.89
3	21	13	76.04
3	21	14	75.77
3	21	15	77.86
3	21	16	68.87
3	21	17	56.35
3	21	18	64.34
3	21	19	30.4
3	21	20	5.08
3	21	21	0
3	21	22	0
3	21	23	0
3	21	24	0
3	22	1	0
3	22	2	0
3	22	3	0
3	22	4	0
3	22	5	0
3	22	6	0
3	22	7	0
3	22	8	0
3	22	9	7.08
3	22	10	34.03
3	22	11	55.44
3	22	12	67.79
3	22	13	77.5
3	22	14	78.22
3	22	15	58.98
3	22	16	47.64
3	22	17	34.66
3	22	18	35.12
3	22	19	14.79
3	22	20	0.91
3	22	21	0
3	22	22	0
3	22	23	0
3	22	24	0
3	23	1	0
3	23	2	0
3	23	3	0
3	23	4	0
3	23	5	0
3	23	6	0
3	23	7	0
3	23	8	0
3	23	9	9.8
3	23	10	54.9
3	23	11	80.67
3	23	12	86.12
3	23	13	89.38
3	23	14	97.55
3	23	15	94.37
3	23	16	88.66
3	23	17	91.2
3	23	18	86.3
3	23	19	55.54
3	23	20	6.26
3	23	21	0
3	23	22	0
3	23	23	0
3	23	24	0
3	24	1	0
3	24	2	0
3	24	3	0
3	24	4	0
3	24	5	0
3	24	6	0
3	24	7	0
3	24	8	0
3	24	9	13.61
3	24	10	66.79
3	24	11	89.56
3	24	12	93.74
3	24	13	92.92
3	24	14	95.74
3	24	15	96.19
3	24	16	98.37
3	24	17	96.37
3	24	18	92.47
3	24	19	70.24
3	24	20	8.8
3	24	21	0
3	24	22	0
3	24	23	0
3	24	24	0
3	25	1	0
3	25	2	0
3	25	3	0
3	25	4	0
3	25	5	0
3	25	6	0
3	25	7	0
3	25	8	0
3	25	9	14.88
3	25	10	63.34
3	25	11	90.02
3	25	12	93.1
3	25	13	93.38
3	25	14	96.1
3	25	15	95.46
3	25	16	95.74
3	25	17	95.64
3	25	18	90.47
3	25	19	67.42
3	25	20	8.53
3	25	21	0
3	25	22	0
3	25	23	0
3	25	24	0
3	26	1	0
3	26	2	0
3	26	3	0
3	26	4	0
3	26	5	0
3	26	6	0
3	26	7	0
3	26	8	0
3	26	9	15.79
3	26	10	67.42
3	26	11	90.11
3	26	12	92.65
3	26	13	94.1
3	26	14	95.28
3	26	15	95.1
3	26	16	95.01
3	26	17	93.74
3	26	18	87.66
3	26	19	66.79
3	26	20	7.99
3	26	21	0
3	26	22	0
3	26	23	0
3	26	24	0
3	27	1	0
3	27	2	0
3	27	3	0
3	27	4	0
3	27	5	0
3	27	6	0
3	27	7	0
3	27	8	0
3	27	9	15.61
3	27	10	66.06
3	27	11	89.84
3	27	12	93.65
3	27	13	94.01
3	27	14	94.19
3	27	15	95.46
3	27	16	95.46
3	27	17	94.28
3	27	18	90.65
3	27	19	61.16
3	27	20	6.81
3	27	21	0
3	27	22	0
3	27	23	0
3	27	24	0
3	28	1	0
3	28	2	0
3	28	3	0
3	28	4	0
3	28	5	0
3	28	6	0
3	28	7	0
3	28	8	0
3	28	9	14.34
3	28	10	63.79
3	28	11	87.11
3	28	12	90.47
3	28	13	90.65
3	28	14	87.93
3	28	15	84.66
3	28	16	83.03
3	28	17	80.22
3	28	18	66.79
3	28	19	39.93
3	28	20	5.63
3	28	21	0
3	28	22	0
3	28	23	0
3	28	24	0
3	29	1	0
3	29	2	0
3	29	3	0
3	29	4	0
3	29	5	0
3	29	6	0
3	29	7	0
3	29	8	0
3	29	9	7.08
3	29	10	48.64
3	29	11	67.7
3	29	12	57.71
3	29	13	73.68
3	29	14	83.76
3	29	15	73.59
3	29	16	68.87
3	29	17	71.87
3	29	18	76.86
3	29	19	55.63
3	29	20	4.45
3	29	21	0
3	29	22	0
3	29	23	0
3	29	24	0
3	30	1	0
3	30	2	0
3	30	3	0
3	30	4	0
3	30	5	0
3	30	6	0
3	30	7	0
3	30	8	0
3	30	9	12.25
3	30	10	64.88
3	30	11	84.94
3	30	12	90.65
3	30	13	90.74
3	30	14	81.49
3	30	15	79.67
3	30	16	65.97
3	30	17	64.7
3	30	18	54.45
3	30	19	37.75
3	30	20	6.08
3	30	21	0
3	30	22	0
3	30	23	0
3	30	24	0
3	31	1	0
3	31	2	0
3	31	3	0
3	31	4	0
3	31	5	0
3	31	6	0
3	31	7	0
3	31	8	0
3	31	9	16.52
3	31	10	60.71
3	31	11	85.57
3	31	12	88.02
3	31	13	94.46
3	31	14	95.64
3	31	15	97.28
3	31	16	97.91
3	31	17	95.1
3	31	18	90.65
3	31	19	67.7
3	31	20	8.71
3	31	21	0
3	31	22	0
3	31	23	0
3	31	24	0
4	1	1	0
4	1	2	0
4	1	3	0
4	1	4	0
4	1	5	0
4	1	6	0
4	1	7	0
4	1	8	0
4	1	9	29.95
4	1	10	64.16
4	1	11	85.75
4	1	12	89.66
4	1	13	89.66
4	1	14	84.03
4	1	15	79.22
4	1	16	61.07
4	1	17	60.34
4	1	18	55.17
4	1	19	38.75
4	1	20	5.44
4	1	21	0
4	1	22	0
4	1	23	0
4	1	24	0
4	2	1	0
4	2	2	0
4	2	3	0
4	2	4	0
4	2	5	0
4	2	6	0
4	2	7	0
4	2	8	0
4	2	9	31.03
4	2	10	70.78
4	2	11	90.02
4	2	12	91.2
4	2	13	92.74
4	2	14	94.65
4	2	15	94.92
4	2	16	94.19
4	2	17	92.83
4	2	18	86.57
4	2	19	65.52
4	2	20	10.25
4	2	21	0
4	2	22	0
4	2	23	0
4	2	24	0
4	3	1	0
4	3	2	0
4	3	3	0
4	3	4	0
4	3	5	0
4	3	6	0
4	3	7	0
4	3	8	0
4	3	9	32.03
4	3	10	70.42
4	3	11	89.29
4	3	12	91.2
4	3	13	90.83
4	3	14	80.22
4	3	15	65.34
4	3	16	31.85
4	3	17	20.69
4	3	18	25.5
4	3	19	28.04
4	3	20	3.72
4	3	21	0
4	3	22	0
4	3	23	0
4	3	24	0
4	4	1	0
4	4	2	0
4	4	3	0
4	4	4	0
4	4	5	0
4	4	6	0
4	4	7	0
4	4	8	0
4	4	9	11.89
4	4	10	28.68
4	4	11	61.07
4	4	12	78.95
4	4	13	87.48
4	4	14	86.84
4	4	15	90.65
4	4	16	99.73
4	4	17	96.55
4	4	18	87.39
4	4	19	65.61
4	4	20	10.71
4	4	21	0
4	4	22	0
4	4	23	0
4	4	24	0
4	5	1	0
4	5	2	0
4	5	3	0
4	5	4	0
4	5	5	0
4	5	6	0
4	5	7	0
4	5	8	0
4	5	9	29.4
4	5	10	75.5
4	5	11	91.92
4	5	12	92.38
4	5	13	92.65
4	5	14	91.65
4	5	15	86.21
4	5	16	77.68
4	5	17	75.41
4	5	18	72.41
4	5	19	53.81
4	5	20	7.89
4	5	21	0
4	5	22	0
4	5	23	0
4	5	24	0
4	6	1	0
4	6	2	0
4	6	3	0
4	6	4	0
4	6	5	0
4	6	6	0
4	6	7	0
4	6	8	0
4	6	9	32.67
4	6	10	73.05
4	6	11	90.83
4	6	12	92.56
4	6	13	93.1
4	6	14	87.21
4	6	15	77.04
4	6	16	56.35
4	6	17	64.79
4	6	18	86.3
4	6	19	70.24
4	6	20	13.43
4	6	21	0
4	6	22	0
4	6	23	0
4	6	24	0
4	7	1	0
4	7	2	0
4	7	3	0
4	7	4	0
4	7	5	0
4	7	6	0
4	7	7	0
4	7	8	0
4	7	9	35.21
4	7	10	72.6
4	7	11	90.2
4	7	12	92.56
4	7	13	94.46
4	7	14	96.19
4	7	15	96.91
4	7	16	99
4	7	17	96.01
4	7	18	90.93
4	7	19	71.42
4	7	20	11.71
4	7	21	0
4	7	22	0
4	7	23	0
4	7	24	0
4	8	1	0
4	8	2	0
4	8	3	0
4	8	4	0
4	8	5	0
4	8	6	0
4	8	7	0
4	8	8	0
4	8	9	38.29
4	8	10	76.68
4	8	11	91.65
4	8	12	93.28
4	8	13	94.19
4	8	14	96.73
4	8	15	97.1
4	8	16	97.1
4	8	17	96.91
4	8	18	91.74
4	8	19	70.33
4	8	20	13.7
4	8	21	0
4	8	22	0
4	8	23	0
4	8	24	0
4	9	1	0
4	9	2	0
4	9	3	0
4	9	4	0
4	9	5	0
4	9	6	0
4	9	7	0
4	9	8	0
4	9	9	36.57
4	9	10	74.77
4	9	11	92.2
4	9	12	91.92
4	9	13	92.29
4	9	14	97.19
4	9	15	96.55
4	9	16	97.46
4	9	17	93.1
4	9	18	84.85
4	9	19	63.07
4	9	20	8.89
4	9	21	0
4	9	22	0
4	9	23	0
4	9	24	0
4	10	1	0
4	10	2	0
4	10	3	0
4	10	4	0
4	10	5	0
4	10	6	0
4	10	7	0
4	10	8	0
4	10	9	37.57
4	10	10	69.15
4	10	11	85.84
4	10	12	82.76
4	10	13	74.41
4	10	14	85.21
4	10	15	76.68
4	10	16	79.04
4	10	17	71.51
4	10	18	70.87
4	10	19	38.66
4	10	20	6.9
4	10	21	0
4	10	22	0
4	10	23	0
4	10	24	0
4	11	1	0
4	11	2	0
4	11	3	0
4	11	4	0
4	11	5	0
4	11	6	0
4	11	7	0
4	11	8	0
4	11	9	32.76
4	11	10	76.86
4	11	11	89.66
4	11	12	92.38
4	11	13	92.38
4	11	14	96.37
4	11	15	95.92
4	11	16	97.19
4	11	17	95.64
4	11	18	90.11
4	11	19	69.42
4	11	20	14.43
4	11	21	0
4	11	22	0
4	11	23	0
4	11	24	0
4	12	1	0
4	12	2	0
4	12	3	0
4	12	4	0
4	12	5	0
4	12	6	0
4	12	7	0
4	12	8	0
4	12	9	25.95
4	12	10	67.79
4	12	11	84.21
4	12	12	90.83
4	12	13	92.47
4	12	14	96.28
4	12	15	95.74
4	12	16	94.74
4	12	17	93.56
4	12	18	89.11
4	12	19	67.15
4	12	20	12.79
4	12	21	0
4	12	22	0
4	12	23	0
4	12	24	0
4	13	1	0
4	13	2	0
4	13	3	0
4	13	4	0
4	13	5	0
4	13	6	0
4	13	7	0
4	13	8	0
4	13	9	43.1
4	13	10	74.59
4	13	11	91.11
4	13	12	92.56
4	13	13	92.2
4	13	14	89.75
4	13	15	89.47
4	13	16	90.83
4	13	17	93.74
4	13	18	88.29
4	13	19	70.15
4	13	20	13.07
4	13	21	0
4	13	22	0
4	13	23	0
4	13	24	0
4	14	1	0
4	14	2	0
4	14	3	0
4	14	4	0
4	14	5	0
4	14	6	0
4	14	7	0
4	14	8	0
4	14	9	38.66
4	14	10	67.33
4	14	11	90.11
4	14	12	92.01
4	14	13	94.46
4	14	14	93.01
4	14	15	89.02
4	14	16	91.65
4	14	17	90.65
4	14	18	85.48
4	14	19	60.62
4	14	20	11.25
4	14	21	0
4	14	22	0
4	14	23	0
4	14	24	0
4	15	1	0
4	15	2	0
4	15	3	0
4	15	4	0
4	15	5	0
4	15	6	0
4	15	7	0
4	15	8	0
4	15	9	31.49
4	15	10	59.71
4	15	11	82.58
4	15	12	86.75
4	15	13	89.84
4	15	14	89.56
4	15	15	88.11
4	15	16	90.93
4	15	17	77.77
4	15	18	63.79
4	15	19	47.01
4	15	20	9.62
4	15	21	0
4	15	22	0
4	15	23	0
4	15	24	0
4	16	1	0
4	16	2	0
4	16	3	0
4	16	4	0
4	16	5	0
4	16	6	0
4	16	7	0
4	16	8	0
4	16	9	34.75
4	16	10	69.33
4	16	11	86.93
4	16	12	91.29
4	16	13	93.65
4	16	14	91.92
4	16	15	93.38
4	16	16	80.13
4	16	17	74.59
4	16	18	70.6
4	16	19	44.74
4	16	20	9.71
4	16	21	0
4	16	22	0
4	16	23	0
4	16	24	0
4	17	1	0
4	17	2	0
4	17	3	0
4	17	4	0
4	17	5	0
4	17	6	0
4	17	7	0
4	17	8	0
4	17	9	35.84
4	17	10	67.42
4	17	11	89.29
4	17	12	88.84
4	17	13	96.01
4	17	14	98.46
4	17	15	98.64
4	17	16	98.55
4	17	17	96.01
4	17	18	91.02
4	17	19	73.32
4	17	20	16.24
4	17	21	0
4	17	22	0
4	17	23	0
4	17	24	0
4	18	1	0
4	18	2	0
4	18	3	0
4	18	4	0
4	18	5	0
4	18	6	0
4	18	7	0
4	18	8	0
4	18	9	34.3
4	18	10	54.45
4	18	11	46.55
4	18	12	58.8
4	18	13	58.53
4	18	14	67.97
4	18	15	74.68
4	18	16	97.01
4	18	17	89.38
4	18	18	78.49
4	18	19	55.44
4	18	20	12.89
4	18	21	0
4	18	22	0
4	18	23	0
4	18	24	0
4	19	1	0
4	19	2	0
4	19	3	0
4	19	4	0
4	19	5	0
4	19	6	0
4	19	7	0
4	19	8	0
4	19	9	17.6
4	19	10	24.5
4	19	11	31.76
4	19	12	47.46
4	19	13	63.61
4	19	14	62.07
4	19	15	57.26
4	19	16	47.1
4	19	17	48.55
4	19	18	48.28
4	19	19	40.65
4	19	20	8.35
4	19	21	0
4	19	22	0
4	19	23	0
4	19	24	0
4	20	1	0
4	20	2	0
4	20	3	0
4	20	4	0
4	20	5	0
4	20	6	0
4	20	7	0
4	20	8	0
4	20	9	39.66
4	20	10	77.31
4	20	11	87.66
4	20	12	90.11
4	20	13	92.83
4	20	14	93.38
4	20	15	93.56
4	20	16	88.02
4	20	17	90.65
4	20	18	88.66
4	20	19	71.23
4	20	20	14.34
4	20	21	0
4	20	22	0
4	20	23	0
4	20	24	0
4	21	1	0
4	21	2	0
4	21	3	0
4	21	4	0
4	21	5	0
4	21	6	0
4	21	7	0
4	21	8	0
4	21	9	43.92
4	21	10	71.05
4	21	11	89.47
4	21	12	90.02
4	21	13	91.29
4	21	14	93.83
4	21	15	94.28
4	21	16	93.47
4	21	17	84.03
4	21	18	79.58
4	21	19	59.44
4	21	20	13.7
4	21	21	0
4	21	22	0
4	21	23	0
4	21	24	0
4	22	1	0
4	22	2	0
4	22	3	0
4	22	4	0
4	22	5	0
4	22	6	0
4	22	7	0
4	22	8	0
4	22	9	26.68
4	22	10	41.38
4	22	11	52.18
4	22	12	64.79
4	22	13	68.51
4	22	14	76.04
4	22	15	69.15
4	22	16	63.07
4	22	17	49.64
4	22	18	44.37
4	22	19	31.67
4	22	20	6.35
4	22	21	0
4	22	22	0
4	22	23	0
4	22	24	0
4	23	1	0
4	23	2	0
4	23	3	0
4	23	4	0
4	23	5	0
4	23	6	0
4	23	7	0
4	23	8	0
4	23	9	46.55
4	23	10	77.04
4	23	11	89.56
4	23	12	90.56
4	23	13	91.74
4	23	14	88.48
4	23	15	92.65
4	23	16	94.46
4	23	17	89.2
4	23	18	88.29
4	23	19	62.98
4	23	20	13.52
4	23	21	0
4	23	22	0
4	23	23	0
4	23	24	0
4	24	1	0
4	24	2	0
4	24	3	0
4	24	4	0
4	24	5	0
4	24	6	0
4	24	7	0
4	24	8	0
4	24	9	27.95
4	24	10	44.74
4	24	11	61.98
4	24	12	69.06
4	24	13	79.76
4	24	14	84.21
4	24	15	88.93
4	24	16	93.38
4	24	17	83.12
4	24	18	82.21
4	24	19	56.72
4	24	20	15.7
4	24	21	0
4	24	22	0
4	24	23	0
4	24	24	0
4	25	1	0
4	25	2	0
4	25	3	0
4	25	4	0
4	25	5	0
4	25	6	0
4	25	7	0
4	25	8	0
4	25	9	5.26
4	25	10	8.26
4	25	11	14.34
4	25	12	23.59
4	25	13	31.58
4	25	14	36.66
4	25	15	27.4
4	25	16	47.37
4	25	17	46.82
4	25	18	43.74
4	25	19	29.49
4	25	20	8.8
4	25	21	0
4	25	22	0
4	25	23	0
4	25	24	0
4	26	1	0
4	26	2	0
4	26	3	0
4	26	4	0
4	26	5	0
4	26	6	0
4	26	7	0
4	26	8	0
4	26	9	17.6
4	26	10	15.15
4	26	11	24.68
4	26	12	25.05
4	26	13	37.75
4	26	14	35.03
4	26	15	34.21
4	26	16	26.68
4	26	17	35.84
4	26	18	46.19
4	26	19	53.72
4	26	20	21.14
4	26	21	0
4	26	22	0
4	26	23	0
4	26	24	0
4	27	1	0
4	27	2	0
4	27	3	0
4	27	4	0
4	27	5	0
4	27	6	0
4	27	7	0
4	27	8	0
4	27	9	25.23
4	27	10	37.02
4	27	11	59.62
4	27	12	74.68
4	27	13	79.49
4	27	14	84.03
4	27	15	82.67
4	27	16	71.05
4	27	17	67.88
4	27	18	58.8
4	27	19	43.1
4	27	20	6.26
4	27	21	0
4	27	22	0
4	27	23	0
4	27	24	0
4	28	1	0
4	28	2	0
4	28	3	0
4	28	4	0
4	28	5	0
4	28	6	0
4	28	7	0
4	28	8	0
4	28	9	30.67
4	28	10	65.15
4	28	11	81.67
4	28	12	89.11
4	28	13	92.65
4	28	14	89.75
4	28	15	82.85
4	28	16	80.4
4	28	17	58.17
4	28	18	49.09
4	28	19	44.19
4	28	20	18.78
4	28	21	0
4	28	22	0
4	28	23	0
4	28	24	0
4	29	1	0
4	29	2	0
4	29	3	0
4	29	4	0
4	29	5	0
4	29	6	0
4	29	7	0
4	29	8	7.26
4	29	9	54.36
4	29	10	75.86
4	29	11	85.3
4	29	12	90.56
4	29	13	92.38
4	29	14	98.46
4	29	15	99.09
4	29	16	98.37
4	29	17	92.56
4	29	18	88.2
4	29	19	72.6
4	29	20	16.52
4	29	21	0
4	29	22	0
4	29	23	0
4	29	24	0
4	30	1	0
4	30	2	0
4	30	3	0
4	30	4	0
4	30	5	0
4	30	6	0
4	30	7	0
4	30	8	7.35
4	30	9	53.27
4	30	10	66.06
4	30	11	71.87
4	30	12	75.95
4	30	13	85.75
4	30	14	91.56
4	30	15	99.09
4	30	16	99.36
4	30	17	92.47
4	30	18	85.93
4	30	19	71.78
4	30	20	20.05
4	30	21	0
4	30	22	0
4	30	23	0
4	30	24	0
5	1	1	0
5	1	2	0
5	1	3	0
5	1	4	0
5	1	5	0
5	1	6	0
5	1	7	0
5	1	8	0
5	1	9	11.34
5	1	10	20.24
5	1	11	34.57
5	1	12	47.19
5	1	13	52.27
5	1	14	57.62
5	1	15	61.98
5	1	16	62.7
5	1	17	46.28
5	1	18	33.12
5	1	19	13.43
5	1	20	4.17
5	1	21	0
5	1	22	0
5	1	23	0
5	1	24	0
5	2	1	0
5	2	2	0
5	2	3	0
5	2	4	0
5	2	5	0
5	2	6	0
5	2	7	0
5	2	8	3.72
5	2	9	45.64
5	2	10	65.06
5	2	11	89.93
5	2	12	91.65
5	2	13	92.11
5	2	14	89.11
5	2	15	94.1
5	2	16	96.01
5	2	17	95.19
5	2	18	90.74
5	2	19	74.5
5	2	20	21.6
5	2	21	0
5	2	22	0
5	2	23	0
5	2	24	0
5	3	1	0
5	3	2	0
5	3	3	0
5	3	4	0
5	3	5	0
5	3	6	0
5	3	7	0
5	3	8	3.72
5	3	9	31.76
5	3	10	53.18
5	3	11	68.42
5	3	12	72.14
5	3	13	74.41
5	3	14	80.67
5	3	15	86.48
5	3	16	93.47
5	3	17	86.21
5	3	18	73.68
5	3	19	45.19
5	3	20	7.62
5	3	21	0
5	3	22	0
5	3	23	0
5	3	24	0
5	4	1	0
5	4	2	0
5	4	3	0
5	4	4	0
5	4	5	0
5	4	6	0
5	4	7	0
5	4	8	2.99
5	4	9	15.79
5	4	10	41.2
5	4	11	64.43
5	4	12	75.41
5	4	13	80.04
5	4	14	72.69
5	4	15	72.5
5	4	16	55.99
5	4	17	45.28
5	4	18	32.12
5	4	19	36.39
5	4	20	11.8
5	4	21	0
5	4	22	0
5	4	23	0
5	4	24	0
5	5	1	0
5	5	2	0
5	5	3	0
5	5	4	0
5	5	5	0
5	5	6	0
5	5	7	0
5	5	8	5.26
5	5	9	43.47
5	5	10	47.46
5	5	11	56.62
5	5	12	68.87
5	5	13	83.85
5	5	14	88.84
5	5	15	100
5	5	16	100
5	5	17	97.46
5	5	18	92.92
5	5	19	77.13
5	5	20	23.32
5	5	21	0
5	5	22	0
5	5	23	0
5	5	24	0
5	6	1	0
5	6	2	0
5	6	3	0
5	6	4	0
5	6	5	0
5	6	6	0
5	6	7	0
5	6	8	5.44
5	6	9	58.98
5	6	10	75.23
5	6	11	89.2
5	6	12	92.47
5	6	13	93.19
5	6	14	97.91
5	6	15	97.64
5	6	16	97.91
5	6	17	93.1
5	6	18	90.47
5	6	19	75.5
5	6	20	22.14
5	6	21	0
5	6	22	0
5	6	23	0
5	6	24	0
5	7	1	0
5	7	2	0
5	7	3	0
5	7	4	0
5	7	5	0
5	7	6	0
5	7	7	0
5	7	8	9.07
5	7	9	61.34
5	7	10	85.48
5	7	11	91.11
5	7	12	92.11
5	7	13	92.56
5	7	14	95.64
5	7	15	94.83
5	7	16	93.56
5	7	17	89.11
5	7	18	87.57
5	7	19	73.5
5	7	20	21.32
5	7	21	0
5	7	22	0
5	7	23	0
5	7	24	0
5	8	1	0
5	8	2	0
5	8	3	0
5	8	4	0
5	8	5	0
5	8	6	0
5	8	7	0
5	8	8	8.35
5	8	9	56.72
5	8	10	83.03
5	8	11	91.02
5	8	12	92.2
5	8	13	93.56
5	8	14	95.55
5	8	15	97.55
5	8	16	97.1
5	8	17	94.28
5	8	18	88.84
5	8	19	73.59
5	8	20	26.32
5	8	21	0
5	8	22	0
5	8	23	0
5	8	24	0
5	9	1	0
5	9	2	0
5	9	3	0
5	9	4	0
5	9	5	0
5	9	6	0
5	9	7	0
5	9	8	12.43
5	9	9	58.35
5	9	10	79.95
5	9	11	90.11
5	9	12	92.29
5	9	13	93.28
5	9	14	94.83
5	9	15	94.37
5	9	16	93.56
5	9	17	91.29
5	9	18	87.48
5	9	19	64.61
5	9	20	21.42
5	9	21	0
5	9	22	0
5	9	23	0
5	9	24	0
5	10	1	0
5	10	2	0
5	10	3	0
5	10	4	0
5	10	5	0
5	10	6	0
5	10	7	0
5	10	8	5.9
5	10	9	25.59
5	10	10	46.01
5	10	11	55.81
5	10	12	67.7
5	10	13	68.6
5	10	14	72.32
5	10	15	61.71
5	10	16	48.82
5	10	17	24.59
5	10	18	25.41
5	10	19	19.42
5	10	20	7.62
5	10	21	0
5	10	22	0
5	10	23	0
5	10	24	0
5	11	1	0
5	11	2	0
5	11	3	0
5	11	4	0
5	11	5	0
5	11	6	0
5	11	7	0
5	11	8	4.63
5	11	9	30.13
5	11	10	45.19
5	11	11	61.52
5	11	12	66.7
5	11	13	77.77
5	11	14	99.18
5	11	15	100
5	11	16	100
5	11	17	84.21
5	11	18	73.14
