Month	Day	Period	Value
5	11	19	50.73
5	11	20	14.61
5	11	21	0
5	11	22	0
5	11	23	0
5	11	24	0
5	12	1	0
5	12	2	0
5	12	3	0
5	12	4	0
5	12	5	0
5	12	6	0
5	12	7	0
5	12	8	9.98
5	12	9	54.26
5	12	10	80.22
5	12	11	86.48
5	12	12	87.39
5	12	13	89.38
5	12	14	88.2
5	12	15	91.11
5	12	16	91.56
5	12	17	73.41
5	12	18	53.54
5	12	19	33.39
5	12	20	17.6
5	12	21	0
5	12	22	0
5	12	23	0
5	12	24	0
5	13	1	0
5	13	2	0
5	13	3	0
5	13	4	0
5	13	5	0
5	13	6	0
5	13	7	0
5	13	8	7.89
5	13	9	51.45
5	13	10	76.5
5	13	11	77.86
5	13	12	84.48
5	13	13	81.13
5	13	14	90.2
5	13	15	94.19
5	13	16	94.37
5	13	17	72.6
5	13	18	75.05
5	13	19	59.44
5	13	20	25.05
5	13	21	0
5	13	22	0
5	13	23	0
5	13	24	0
5	14	1	0
5	14	2	0
5	14	3	0
5	14	4	0
5	14	5	0
5	14	6	0
5	14	7	0
5	14	8	13.7
5	14	9	52.99
5	14	10	79.13
5	14	11	87.57
5	14	12	89.47
5	14	13	89.75
5	14	14	88.48
5	14	15	89.75
5	14	16	89.02
5	14	17	87.21
5	14	18	85.03
5	14	19	71.05
5	14	20	26.23
5	14	21	0
5	14	22	0
5	14	23	0
5	14	24	0
5	15	1	0
5	15	2	0
5	15	3	0
5	15	4	0
5	15	5	0
5	15	6	0
5	15	7	0
5	15	8	7.62
5	15	9	54.08
5	15	10	74.86
5	15	11	86.57
5	15	12	90.38
5	15	13	94.56
5	15	14	92.56
5	15	15	89.93
5	15	16	87.21
5	15	17	85.66
5	15	18	76.32
5	15	19	66.79
5	15	20	25.68
5	15	21	0
5	15	22	0
5	15	23	0
5	15	24	0
5	16	1	0
5	16	2	0
5	16	3	0
5	16	4	0
5	16	5	0
5	16	6	0
5	16	7	0
5	16	8	12.61
5	16	9	51.09
5	16	10	71.23
5	16	11	81.94
5	16	12	85.66
5	16	13	89.38
5	16	14	85.12
5	16	15	85.3
5	16	16	88.84
5	16	17	89.29
5	16	18	81.13
5	16	19	63.7
5	16	20	14.61
5	16	21	0
5	16	22	0
5	16	23	0
5	16	24	0
5	17	1	0
5	17	2	0
5	17	3	0
5	17	4	0
5	17	5	0
5	17	6	0
5	17	7	0
5	17	8	8.89
5	17	9	37.39
5	17	10	55.08
5	17	11	74.77
5	17	12	80.94
5	17	13	78.4
5	17	14	85.57
5	17	15	88.84
5	17	16	87.11
5	17	17	78.13
5	17	18	64.16
5	17	19	46.01
5	17	20	9.8
5	17	21	0
5	17	22	0
5	17	23	0
5	17	24	0
5	18	1	0
5	18	2	0
5	18	3	0
5	18	4	0
5	18	5	0
5	18	6	0
5	18	7	0
5	18	8	13.79
5	18	9	54.72
5	18	10	72.87
5	18	11	87.66
5	18	12	87.11
5	18	13	90.74
5	18	14	92.83
5	18	15	96.91
5	18	16	95.01
5	18	17	93.1
5	18	18	90.02
5	18	19	74.68
5	18	20	27.68
5	18	21	0
5	18	22	0
5	18	23	0
5	18	24	0
5	19	1	0
5	19	2	0
5	19	3	0
5	19	4	0
5	19	5	0
5	19	6	0
5	19	7	0
5	19	8	9.44
5	19	9	59.07
5	19	10	78.77
5	19	11	89.47
5	19	12	91.11
5	19	13	91.74
5	19	14	95.64
5	19	15	93.38
5	19	16	92.47
5	19	17	86.93
5	19	18	84.75
5	19	19	67.42
5	19	20	26.86
5	19	21	0
5	19	22	0
5	19	23	0
5	19	24	0
5	20	1	0
5	20	2	0
5	20	3	0
5	20	4	0
5	20	5	0
5	20	6	0
5	20	7	0
5	20	8	16.15
5	20	9	63.52
5	20	10	82.67
5	20	11	90.74
5	20	12	91.11
5	20	13	93.47
5	20	14	95.83
5	20	15	95.19
5	20	16	95.83
5	20	17	91.47
5	20	18	86.84
5	20	19	73.96
5	20	20	26.95
5	20	21	0
5	20	22	0
5	20	23	0
5	20	24	0
5	21	1	0
5	21	2	0
5	21	3	0
5	21	4	0
5	21	5	0
5	21	6	0
5	21	7	0
5	21	8	11.16
5	21	9	53.81
5	21	10	71.51
5	21	11	76.68
5	21	12	76.95
5	21	13	78.22
5	21	14	79.58
5	21	15	80.4
5	21	16	79.58
5	21	17	77.95
5	21	18	74.95
5	21	19	64.79
5	21	20	25.77
5	21	21	0
5	21	22	0
5	21	23	0
5	21	24	0
5	22	1	0
5	22	2	0
5	22	3	0
5	22	4	0
5	22	5	0
5	22	6	0
5	22	7	0
5	22	8	0
5	22	9	6.17
5	22	10	9.35
5	22	11	15.43
5	22	12	19.69
5	22	13	27.31
5	22	14	60.44
5	22	15	78.95
5	22	16	98.46
5	22	17	90.74
5	22	18	78.86
5	22	19	54.17
5	22	20	21.05
5	22	21	0
5	22	22	0
5	22	23	0
5	22	24	0
5	23	1	0
5	23	2	0
5	23	3	0
5	23	4	0
5	23	5	0
5	23	6	0
5	23	7	0
5	23	8	3.99
5	23	9	20.42
5	23	10	32.67
5	23	11	31.49
5	23	12	46.1
5	23	13	53.36
5	23	14	49.27
5	23	15	55.99
5	23	16	47.91
5	23	17	45.1
5	23	18	30.4
5	23	19	30.94
5	23	20	18.24
5	23	21	0
5	23	22	0
5	23	23	0
5	23	24	0
5	24	1	0
5	24	2	0
5	24	3	0
5	24	4	0
5	24	5	0
5	24	6	0
5	24	7	0
5	24	8	10.71
5	24	9	49.36
5	24	10	76.23
5	24	11	83.94
5	24	12	87.84
5	24	13	84.12
5	24	14	72.41
5	24	15	61.16
5	24	16	42.65
5	24	17	55.17
5	24	18	63.88
5	24	19	53.72
5	24	20	19.87
5	24	21	0
5	24	22	0
5	24	23	0
5	24	24	0
5	25	1	0
5	25	2	0
5	25	3	0
5	25	4	0
5	25	5	0
5	25	6	0
5	25	7	0
5	25	8	15.25
5	25	9	56.35
5	25	10	74.23
5	25	11	79.76
5	25	12	72.96
5	25	13	76.13
5	25	14	82.21
5	25	15	88.66
5	25	16	90.02
5	25	17	86.12
5	25	18	81.4
5	25	19	69.6
5	25	20	28.31
5	25	21	0
5	25	22	0
5	25	23	0
5	25	24	0
5	26	1	0
5	26	2	0
5	26	3	0
5	26	4	0
5	26	5	0
5	26	6	0
5	26	7	0
5	26	8	15.43
5	26	9	62.34
5	26	10	84.94
5	26	11	89.02
5	26	12	90.02
5	26	13	92.83
5	26	14	92.74
5	26	15	95.55
5	26	16	93.19
5	26	17	89.02
5	26	18	84.57
5	26	19	72.87
5	26	20	28.49
5	26	21	0
5	26	22	0
5	26	23	0
5	26	24	0
5	27	1	0
5	27	2	0
5	27	3	0
5	27	4	0
5	27	5	0
5	27	6	0
5	27	7	0
5	27	8	14.61
5	27	9	56.9
5	27	10	80.31
5	27	11	88.2
5	27	12	89.93
5	27	13	90.65
5	27	14	92.47
5	27	15	94.19
5	27	16	94.19
5	27	17	83.85
5	27	18	81.4
5	27	19	65.52
5	27	20	32.58
5	27	21	0
5	27	22	0
5	27	23	0
5	27	24	0
5	28	1	0
5	28	2	0
5	28	3	0
5	28	4	0
5	28	5	0
5	28	6	0
5	28	7	0
5	28	8	17.7
5	28	9	60.16
5	28	10	82.21
5	28	11	87.3
5	28	12	87.48
5	28	13	84.48
5	28	14	83.58
5	28	15	86.03
5	28	16	76.59
5	28	17	69.6
5	28	18	39.02
5	28	19	24.86
5	28	20	12.7
5	28	21	0
5	28	22	0
5	28	23	0
5	28	24	0
5	29	1	0
5	29	2	0
5	29	3	0
5	29	4	0
5	29	5	0
5	29	6	0
5	29	7	0
5	29	8	16.61
5	29	9	56.72
5	29	10	80.94
5	29	11	88.29
5	29	12	88.48
5	29	13	90.65
5	29	14	92.74
5	29	15	91.83
5	29	16	89.93
5	29	17	86.03
5	29	18	80.85
5	29	19	65.52
5	29	20	25.77
5	29	21	0
5	29	22	0
5	29	23	0
5	29	24	0
5	30	1	0
5	30	2	0
5	30	3	0
5	30	4	0
5	30	5	0
5	30	6	0
5	30	7	0
5	30	8	19.24
5	30	9	58.53
5	30	10	82.85
5	30	11	87.75
5	30	12	89.38
5	30	13	87.84
5	30	14	89.93
5	30	15	91.2
5	30	16	91.92
5	30	17	88.84
5	30	18	76.59
5	30	19	68.51
5	30	20	27.31
5	30	21	0
5	30	22	0
5	30	23	0
5	30	24	0
5	31	1	0
5	31	2	0
5	31	3	0
5	31	4	0
5	31	5	0
5	31	6	0
5	31	7	0
5	31	8	10.71
5	31	9	31.76
5	31	10	43.47
5	31	11	72.32
5	31	12	80.04
5	31	13	83.12
5	31	14	86.57
5	31	15	86.66
5	31	16	82.94
5	31	17	71.05
5	31	18	47.91
5	31	19	32.58
5	31	20	10.53
5	31	21	0
5	31	22	0
5	31	23	0
5	31	24	0
6	1	1	0
6	1	2	0
6	1	3	0
6	1	4	0
6	1	5	0
6	1	6	0
6	1	7	0
6	1	8	8.71
6	1	9	38.02
6	1	10	55.72
6	1	11	66.79
6	1	12	79.67
6	1	13	86.12
6	1	14	85.48
6	1	15	88.2
6	1	16	90.65
6	1	17	63.34
6	1	18	41.47
6	1	19	26.32
6	1	20	5.63
6	1	21	0
6	1	22	0
6	1	23	0
6	1	24	0
6	2	1	0
6	2	2	0
6	2	3	0
6	2	4	0
6	2	5	0
6	2	6	0
6	2	7	0
6	2	8	0
6	2	9	9.71
6	2	10	14.25
6	2	11	29.4
6	2	12	25.59
6	2	13	31.94
6	2	14	42.92
6	2	15	48.82
6	2	16	50.64
6	2	17	61.16
6	2	18	53.45
6	2	19	42.56
6	2	20	22.78
6	2	21	0
6	2	22	0
6	2	23	0
6	2	24	0
6	3	1	0
6	3	2	0
6	3	3	0
6	3	4	0
6	3	5	0
6	3	6	0
6	3	7	0
6	3	8	14.07
6	3	9	53.81
6	3	10	71.78
6	3	11	84.39
6	3	12	84.3
6	3	13	86.3
6	3	14	86.66
6	3	15	85.93
6	3	16	79.22
6	3	17	67.06
6	3	18	58.08
6	3	19	45.46
6	3	20	15.7
6	3	21	0
6	3	22	0
6	3	23	0
6	3	24	0
6	4	1	0
6	4	2	0
6	4	3	0
6	4	4	0
6	4	5	0
6	4	6	0
6	4	7	0
6	4	8	13.25
6	4	9	55.35
6	4	10	78.86
6	4	11	86.93
6	4	12	88.11
6	4	13	88.29
6	4	14	77.77
6	4	15	77.77
6	4	16	76.32
6	4	17	69.96
6	4	18	79.31
6	4	19	58.53
6	4	20	30.76
6	4	21	2.99
6	4	22	0
6	4	23	0
6	4	24	0
6	5	1	0
6	5	2	0
6	5	3	0
6	5	4	0
6	5	5	0
6	5	6	0
6	5	7	0
6	5	8	15.15
6	5	9	55.08
6	5	10	80.13
6	5	11	86.48
6	5	12	88.57
6	5	13	91.83
6	5	14	92.74
6	5	15	95.01
6	5	16	93.38
6	5	17	90.83
6	5	18	87.57
6	5	19	76.04
6	5	20	34.48
6	5	21	0
6	5	22	0
6	5	23	0
6	5	24	0
6	6	1	0
6	6	2	0
6	6	3	0
6	6	4	0
6	6	5	0
6	6	6	0
6	6	7	0
6	6	8	11.8
6	6	9	57.71
6	6	10	78.31
6	6	11	88.84
6	6	12	89.38
6	6	13	93.01
6	6	14	94.65
6	6	15	93.92
6	6	16	92.01
6	6	17	86.75
6	6	18	81.4
6	6	19	66.33
6	6	20	27.31
6	6	21	2.54
6	6	22	0
6	6	23	0
6	6	24	0
6	7	1	0
6	7	2	0
6	7	3	0
6	7	4	0
6	7	5	0
6	7	6	0
6	7	7	0
6	7	8	13.97
6	7	9	64.43
6	7	10	83.21
6	7	11	92.56
6	7	12	92.2
6	7	13	93.83
6	7	14	92.74
6	7	15	93.74
6	7	16	87.84
6	7	17	78.13
6	7	18	69.33
6	7	19	39.56
6	7	20	9.98
6	7	21	0
6	7	22	0
6	7	23	0
6	7	24	0
6	8	1	0
6	8	2	0
6	8	3	0
6	8	4	0
6	8	5	0
6	8	6	0
6	8	7	0
6	8	8	12.16
6	8	9	62.25
6	8	10	83.76
6	8	11	90.29
6	8	12	91.38
6	8	13	90.74
6	8	14	85.39
6	8	15	84.75
6	8	16	80.13
6	8	17	73.32
6	8	18	38.11
6	8	19	20.15
6	8	20	2.99
6	8	21	0
6	8	22	0
6	8	23	0
6	8	24	0
6	9	1	0
6	9	2	0
6	9	3	0
6	9	4	0
6	9	5	0
6	9	6	0
6	9	7	0
6	9	8	10.89
6	9	9	53.9
6	9	10	67.33
6	9	11	75.95
6	9	12	83.3
6	9	13	90.47
6	9	14	91.2
6	9	15	94.83
6	9	16	94.01
6	9	17	85.66
6	9	18	83.94
6	9	19	73.5
6	9	20	33.85
6	9	21	3.45
6	9	22	0
6	9	23	0
6	9	24	0
6	10	1	0
6	10	2	0
6	10	3	0
6	10	4	0
6	10	5	0
6	10	6	0
6	10	7	0
6	10	8	15.06
6	10	9	61.62
6	10	10	83.76
6	10	11	91.47
6	10	12	91.65
6	10	13	92.29
6	10	14	92.56
6	10	15	93.74
6	10	16	91.56
6	10	17	81.94
6	10	18	80.49
6	10	19	64.97
6	10	20	35.75
6	10	21	3.72
6	10	22	0
6	10	23	0
6	10	24	0
6	11	1	0
6	11	2	0
6	11	3	0
6	11	4	0
6	11	5	0
6	11	6	0
6	11	7	0
6	11	8	11.98
6	11	9	64.16
6	11	10	85.3
6	11	11	91.65
6	11	12	92.29
6	11	13	92.83
6	11	14	94.28
6	11	15	93.74
6	11	16	92.47
6	11	17	88.38
6	11	18	85.84
6	11	19	74.86
6	11	20	37.02
6	11	21	3.54
6	11	22	0
6	11	23	0
6	11	24	0
6	12	1	0
6	12	2	0
6	12	3	0
6	12	4	0
6	12	5	0
6	12	6	0
6	12	7	0
6	12	8	12.89
6	12	9	64.97
6	12	10	84.66
6	12	11	91.65
6	12	12	92.83
6	12	13	92.65
6	12	14	94.01
6	12	15	92.92
6	12	16	93.01
6	12	17	84.94
6	12	18	84.57
6	12	19	75.14
6	12	20	36.93
6	12	21	4.26
6	12	22	0
6	12	23	0
6	12	24	0
6	13	1	0
6	13	2	0
6	13	3	0
6	13	4	0
6	13	5	0
6	13	6	0
6	13	7	0
6	13	8	14.07
6	13	9	66.7
6	13	10	85.21
6	13	11	91.74
6	13	12	93.28
6	13	13	93.38
6	13	14	93.19
6	13	15	92.29
6	13	16	90.93
6	13	17	87.84
6	13	18	84.75
6	13	19	75.5
6	13	20	36.21
6	13	21	3.63
6	13	22	0
6	13	23	0
6	13	24	0
6	14	1	0
6	14	2	0
6	14	3	0
6	14	4	0
6	14	5	0
6	14	6	0
6	14	7	0
6	14	8	10.89
6	14	9	58.44
6	14	10	82.12
6	14	11	90.47
6	14	12	91.29
6	14	13	92.2
6	14	14	91.11
6	14	15	90.83
6	14	16	89.84
6	14	17	72.41
6	14	18	68.06
6	14	19	57.8
6	14	20	27.77
6	14	21	2.54
6	14	22	0
6	14	23	0
6	14	24	0
6	15	1	0
6	15	2	0
6	15	3	0
6	15	4	0
6	15	5	0
6	15	6	0
6	15	7	0
6	15	8	12.43
6	15	9	56.99
6	15	10	80.94
6	15	11	90.65
6	15	12	91.38
6	15	13	91.11
6	15	14	91.47
6	15	15	90.74
6	15	16	91.56
6	15	17	76.77
6	15	18	74.14
6	15	19	62.52
6	15	20	31.85
6	15	21	3.27
6	15	22	0
6	15	23	0
6	15	24	0
6	16	1	0
6	16	2	0
6	16	3	0
6	16	4	0
6	16	5	0
6	16	6	0
6	16	7	0
6	16	8	11.89
6	16	9	60.89
6	16	10	82.12
6	16	11	90.83
6	16	12	91.56
6	16	13	91.74
6	16	14	92.01
6	16	15	88.93
6	16	16	92.38
6	16	17	88.2
6	16	18	85.3
6	16	19	71.32
6	16	20	35.75
6	16	21	2.99
6	16	22	0
6	16	23	0
6	16	24	0
6	17	1	0
6	17	2	0
6	17	3	0
6	17	4	0
6	17	5	0
6	17	6	0
6	17	7	0
6	17	8	13.16
6	17	9	65.97
6	17	10	84.03
6	17	11	91.83
6	17	12	93.28
6	17	13	93.19
6	17	14	93.38
6	17	15	95.19
6	17	16	94.28
6	17	17	89.84
6	17	18	86.66
6	17	19	74.32
6	17	20	36.39
6	17	21	3.45
6	17	22	0
6	17	23	0
6	17	24	0
6	18	1	0
6	18	2	0
6	18	3	0
6	18	4	0
6	18	5	0
6	18	6	0
6	18	7	0
6	18	8	13.79
6	18	9	62.07
6	18	10	83.03
6	18	11	92.01
6	18	12	90.65
6	18	13	92.11
6	18	14	91.74
6	18	15	90.38
6	18	16	91.29
6	18	17	85.75
6	18	18	85.12
6	18	19	74.41
6	18	20	36.48
6	18	21	4.17
6	18	22	0
6	18	23	0
6	18	24	0
6	19	1	0
6	19	2	0
6	19	3	0
6	19	4	0
6	19	5	0
6	19	6	0
6	19	7	0
6	19	8	11.25
6	19	9	62.25
6	19	10	82.94
6	19	11	87.93
6	19	12	87.39
6	19	13	86.03
6	19	14	89.38
6	19	15	89.75
6	19	16	87.3
6	19	17	76.13
6	19	18	75.77
6	19	19	60.71
6	19	20	33.76
6	19	21	3.63
6	19	22	0
6	19	23	0
6	19	24	0
6	20	1	0
6	20	2	0
6	20	3	0
6	20	4	0
6	20	5	0
6	20	6	0
6	20	7	0
6	20	8	12.52
6	20	9	59.62
6	20	10	81.94
6	20	11	90.74
6	20	12	90.38
6	20	13	88.66
6	20	14	86.57
6	20	15	86.39
6	20	16	90.02
6	20	17	82.49
6	20	18	77.13
6	20	19	66.97
6	20	20	34.21
6	20	21	2.72
6	20	22	0
6	20	23	0
6	20	24	0
6	21	1	0
6	21	2	0
6	21	3	0
6	21	4	0
6	21	5	0
6	21	6	0
6	21	7	0
6	21	8	12.16
6	21	9	64.07
6	21	10	80.04
6	21	11	87.3
6	21	12	90.47
6	21	13	90.47
6	21	14	94.37
6	21	15	94.46
6	21	16	93.19
6	21	17	87.21
6	21	18	84.39
6	21	19	72.96
6	21	20	34.48
6	21	21	3.09
6	21	22	0
6	21	23	0
6	21	24	0
6	22	1	0
6	22	2	0
6	22	3	0
6	22	4	0
6	22	5	0
6	22	6	0
6	22	7	0
6	22	8	11.16
6	22	9	60.25
6	22	10	83.03
6	22	11	90.47
6	22	12	91.74
6	22	13	90.02
6	22	14	90.74
6	22	15	86.75
6	22	16	88.38
6	22	17	79.76
6	22	18	64.7
6	22	19	62.25
6	22	20	24.14
6	22	21	3.18
6	22	22	0
6	22	23	0
6	22	24	0
6	23	1	0
6	23	2	0
6	23	3	0
6	23	4	0
6	23	5	0
6	23	6	0
6	23	7	0
6	23	8	8.98
6	23	9	47.91
6	23	10	77.4
6	23	11	88.2
6	23	12	94.01
6	23	13	91.02
6	23	14	93.1
6	23	15	90.56
6	23	16	89.84
6	23	17	81.85
6	23	18	74.95
6	23	19	66.61
6	23	20	33.48
6	23	21	2.9
6	23	22	0
6	23	23	0
6	23	24	0
6	24	1	0
6	24	2	0
6	24	3	0
6	24	4	0
6	24	5	0
6	24	6	0
6	24	7	0
6	24	8	9.8
6	24	9	48.91
6	24	10	79.85
6	24	11	91.2
6	24	12	96.19
6	24	13	94.1
6	24	14	93.47
6	24	15	93.19
6	24	16	91.29
6	24	17	80.04
6	24	18	73.77
6	24	19	67.42
6	24	20	34.3
6	24	21	3.9
6	24	22	0
6	24	23	0
6	24	24	0
6	25	1	0
6	25	2	0
6	25	3	0
6	25	4	0
6	25	5	0
6	25	6	0
6	25	7	0
6	25	8	8.89
6	25	9	49
6	25	10	80.22
6	25	11	90.11
6	25	12	96.37
6	25	13	93.65
6	25	14	95.46
6	25	15	92.29
6	25	16	90.29
6	25	17	79.95
6	25	18	74.05
6	25	19	68.51
6	25	20	35.21
6	25	21	4.54
6	25	22	0
6	25	23	0
6	25	24	0
6	26	1	0
6	26	2	0
6	26	3	0
6	26	4	0
6	26	5	0
6	26	6	0
6	26	7	0
6	26	8	8.53
6	26	9	45.28
6	26	10	78.49
6	26	11	87.75
6	26	12	90.11
6	26	13	89.84
6	26	14	88.38
6	26	15	83.67
6	26	16	72.41
6	26	17	64.61
6	26	18	67.15
6	26	19	67.24
6	26	20	33.58
6	26	21	4.26
6	26	22	0
6	26	23	0
6	26	24	0
6	27	1	0
6	27	2	0
6	27	3	0
6	27	4	0
6	27	5	0
6	27	6	0
6	27	7	0
6	27	8	6.62
6	27	9	40.02
6	27	10	76.04
6	27	11	85.03
6	27	12	87.48
6	27	13	77.4
6	27	14	61.8
6	27	15	55.08
6	27	16	50.91
6	27	17	39.29
6	27	18	34.48
6	27	19	37.11
6	27	20	22.78
6	27	21	0
6	27	22	0
6	27	23	0
6	27	24	0
6	28	1	0
6	28	2	0
6	28	3	0
6	28	4	0
6	28	5	0
6	28	6	0
6	28	7	0
6	28	8	6.08
6	28	9	38.2
6	28	10	69.42
6	28	11	80.13
6	28	12	86.48
6	28	13	87.21
6	28	14	85.57
6	28	15	83.67
6	28	16	78.95
6	28	17	68.78
6	28	18	62.43
6	28	19	53.54
6	28	20	21.69
6	28	21	2.63
6	28	22	0
6	28	23	0
6	28	24	0
6	29	1	0
6	29	2	0
6	29	3	0
6	29	4	0
6	29	5	0
6	29	6	0
6	29	7	0
6	29	8	7.17
6	29	9	44.56
6	29	10	75.14
6	29	11	80.67
6	29	12	90.11
6	29	13	87.93
6	29	14	79.85
6	29	15	73.68
6	29	16	71.32
6	29	17	57.35
6	29	18	48.09
6	29	19	45.19
6	29	20	23.77
6	29	21	3.54
6	29	22	0
6	29	23	0
6	29	24	0
6	30	1	0
6	30	2	0
6	30	3	0
6	30	4	0
6	30	5	0
6	30	6	0
6	30	7	0
6	30	8	6.99
6	30	9	40.56
6	30	10	69.24
6	30	11	76.41
6	30	12	78.95
6	30	13	77.5
6	30	14	71.87
6	30	15	70.15
6	30	16	65.88
6	30	17	57.44
6	30	18	59.8
6	30	19	50.73
6	30	20	17.88
6	30	21	0
6	30	22	0
6	30	23	0
6	30	24	0
7	1	1	0
7	1	2	0
7	1	3	0
7	1	4	0
7	1	5	0
7	1	6	0
7	1	7	0
7	1	8	6.44
7	1	9	39.56
7	1	10	69.42
7	1	11	74.68
7	1	12	72.6
7	1	13	72.14
7	1	14	70.05
7	1	15	71.14
7	1	16	69.33
7	1	17	59.71
7	1	18	50.45
7	1	19	45.01
7	1	20	26.86
7	1	21	2.36
7	1	22	0
7	1	23	0
7	1	24	0
7	2	1	0
7	2	2	0
7	2	3	0
7	2	4	0
7	2	5	0
7	2	6	0
7	2	7	0
7	2	8	6.44
7	2	9	45.37
7	2	10	82.3
7	2	11	89.47
7	2	12	91.92
7	2	13	91.29
7	2	14	80.85
7	2	15	78.95
7	2	16	68.24
7	2	17	55.99
7	2	18	54.36
7	2	19	61.52
7	2	20	23.32
7	2	21	0
7	2	22	0
7	2	23	0
7	2	24	0
7	3	1	0
7	3	2	0
7	3	3	0
7	3	4	0
7	3	5	0
7	3	6	0
7	3	7	0
7	3	8	7.26
7	3	9	44.1
7	3	10	67.88
7	3	11	78.86
7	3	12	81.94
7	3	13	82.03
7	3	14	85.93
7	3	15	82.76
7	3	16	84.94
7	3	17	74.77
7	3	18	76.41
7	3	19	61.16
7	3	20	35.93
7	3	21	3.99
7	3	22	0
7	3	23	0
7	3	24	0
7	4	1	0
7	4	2	0
7	4	3	0
7	4	4	0
7	4	5	0
7	4	6	0
7	4	7	0
7	4	8	7.35
7	4	9	47.28
7	4	10	79.04
7	4	11	87.39
7	4	12	90.65
7	4	13	92.38
7	4	14	86.21
7	4	15	86.12
7	4	16	87.39
7	4	17	82.3
7	4	18	74.77
7	4	19	63.7
7	4	20	30.4
7	4	21	2.99
7	4	22	0
7	4	23	0
7	4	24	0
7	5	1	0
7	5	2	0
7	5	3	0
7	5	4	0
7	5	5	0
7	5	6	0
7	5	7	0
7	5	8	5.44
7	5	9	48.28
7	5	10	82.12
7	5	11	87.21
7	5	12	89.11
7	5	13	84.57
7	5	14	72.41
7	5	15	78.4
7	5	16	81.22
7	5	17	61.43
7	5	18	55.44
7	5	19	54.36
7	5	20	23.41
7	5	21	1.09
7	5	22	0
7	5	23	0
7	5	24	0
7	6	1	0
7	6	2	0
7	6	3	0
7	6	4	0
7	6	5	0
7	6	6	0
7	6	7	0
7	6	8	6.26
7	6	9	41.83
7	6	10	75.23
7	6	11	86.3
7	6	12	90.93
7	6	13	89.56
7	6	14	88.75
7	6	15	88.75
7	6	16	85.39
7	6	17	77.68
7	6	18	70.51
7	6	19	56.81
7	6	20	30.58
7	6	21	4.08
7	6	22	0
7	6	23	0
7	6	24	0
7	7	1	0
7	7	2	0
7	7	3	0
7	7	4	0
7	7	5	0
7	7	6	0
7	7	7	0
7	7	8	6.26
7	7	9	47.19
7	7	10	79.4
7	7	11	86.75
7	7	12	92.83
7	7	13	91.56
7	7	14	93.56
7	7	15	92.47
7	7	16	90.83
7	7	17	85.66
7	7	18	75.5
7	7	19	66.88
7	7	20	35.66
7	7	21	4.08
7	7	22	0
7	7	23	0
7	7	24	0
7	8	1	0
7	8	2	0
7	8	3	0
7	8	4	0
7	8	5	0
7	8	6	0
7	8	7	0
7	8	8	7.17
7	8	9	47.73
7	8	10	80.4
7	8	11	87.84
7	8	12	92.74
7	8	13	93.56
7	8	14	90.29
7	8	15	90.56
7	8	16	87.21
7	8	17	87.66
7	8	18	76.04
7	8	19	65.79
7	8	20	29.58
7	8	21	3.81
7	8	22	0
7	8	23	0
7	8	24	0
7	9	1	0
7	9	2	0
7	9	3	0
7	9	4	0
7	9	5	0
7	9	6	0
7	9	7	0
7	9	8	5.44
7	9	9	45.46
7	9	10	79.49
7	9	11	86.12
7	9	12	91.65
7	9	13	78.31
7	9	14	74.23
7	9	15	76.68
7	9	16	79.58
7	9	17	65.34
7	9	18	22.23
7	9	19	9.26
7	9	20	7.44
7	9	21	0
7	9	22	0
7	9	23	0
7	9	24	0
7	10	1	0
7	10	2	0
7	10	3	0
7	10	4	0
7	10	5	0
7	10	6	0
7	10	7	0
7	10	8	5.26
7	10	9	45.1
7	10	10	77.5
7	10	11	85.03
7	10	12	88.66
7	10	13	90.02
7	10	14	81.49
7	10	15	80.58
7	10	16	62.61
7	10	17	61.34
7	10	18	64.07
7	10	19	60.44
7	10	20	28.04
7	10	21	2.72
7	10	22	0
7	10	23	0
7	10	24	0
7	11	1	0
7	11	2	0
7	11	3	0
7	11	4	0
7	11	5	0
7	11	6	0
7	11	7	0
7	11	8	4.9
7	11	9	45.46
7	11	10	79.76
7	11	11	87.57
7	11	12	91.02
7	11	13	92.47
7	11	14	91.56
7	11	15	88.93
7	11	16	84.21
7	11	17	83.21
7	11	18	71.14
7	11	19	63.07
7	11	20	29.13
7	11	21	1.72
7	11	22	0
7	11	23	0
7	11	24	0
7	12	1	0
7	12	2	0
7	12	3	0
7	12	4	0
7	12	5	0
7	12	6	0
7	12	7	0
7	12	8	4.99
7	12	9	48.28
7	12	10	80.85
7	12	11	84.57
7	12	12	87.3
7	12	13	90.93
7	12	14	86.12
7	12	15	83.48
7	12	16	81.13
7	12	17	69.51
7	12	18	52.63
7	12	19	37.39
7	12	20	15.97
7	12	21	0
7	12	22	0
7	12	23	0
7	12	24	0
7	13	1	0
7	13	2	0
7	13	3	0
7	13	4	0
7	13	5	0
7	13	6	0
7	13	7	0
7	13	8	3.99
7	13	9	37.21
7	13	10	71.05
7	13	11	75.86
7	13	12	77.59
7	13	13	80.13
7	13	14	75.23
7	13	15	70.78
7	13	16	62.34
7	13	17	48.46
7	13	18	38.93
7	13	19	20.51
7	13	20	7.17
7	13	21	2.99
7	13	22	0
7	13	23	0
7	13	24	0
7	14	1	0
7	14	2	0
7	14	3	0
7	14	4	0
7	14	5	0
7	14	6	0
7	14	7	0
7	14	8	4.08
7	14	9	42.92
7	14	10	78.86
7	14	11	85.3
7	14	12	89.75
7	14	13	91.29
7	14	14	86.3
7	14	15	83.67
