year,month,day,period,1
2023,1,31,1,228.692
2023,1,31,2,219.594
2023,1,31,3,213.813
2023,1,31,4,211.3
2023,1,31,5,212.232
2023,1,31,6,222.244
2023,1,31,7,241.698
2023,1,31,8,256.117
2023,1,31,9,265.917
2023,1,31,10,272.58
2023,1,31,11,276.551
2023,1,31,12,279.674
2023,1,31,13,278.826
2023,1,31,14,276.543
2023,1,31,15,278.924
2023,1,31,16,282.05
2023,1,31,17,284.501
2023,1,31,18,288.165
2023,1,31,19,306.861
2023,1,31,20,306.693
2023,1,31,21,297.275
2023,1,31,22,283.524
2023,1,31,23,261.087
2023,1,31,24,238.616
2023,2,1,1,227.944
2023,2,1,2,218.638
2023,2,1,3,212.536
2023,2,1,4,209.929
2023,2,1,5,211.12
2023,2,1,6,221.136
2023,2,1,7,241.407
2023,2,1,8,256.184
2023,2,1,9,266.577
2023,2,1,10,273.056
2023,2,1,11,277.503
2023,2,1,12,280.345
2023,2,1,13,279.136
2023,2,1,14,277.555
2023,2,1,15,279.816
2023,2,1,16,281.509
2023,2,1,17,284.02
2023,2,1,18,287.959
2023,2,1,19,306.701
2023,2,1,20,307.67
2023,2,1,21,299.119
2023,2,1,22,284.198
2023,2,1,23,261.879
2023,2,1,24,239.166
2023,2,2,1,221.937
2023,2,2,2,213.896
2023,2,2,3,208.946
2023,2,2,4,207.074
2023,2,2,5,208.001
2023,2,2,6,219.092
2023,2,2,7,236.894
2023,2,2,8,252.026
2023,2,2,9,262.153
2023,2,2,10,270.11
2023,2,2,11,276.159
2023,2,2,12,279.342
2023,2,2,13,280.779
2023,2,2,14,279.933
2023,2,2,15,279.703
2023,2,2,16,279.789
2023,2,2,17,279.629
2023,2,2,18,281.669
2023,2,2,19,298.074
2023,2,2,20,299.875
2023,2,2,21,292.344
2023,2,2,22,278.632
2023,2,2,23,256.049
2023,2,2,24,234.514
2023,2,3,1,222.841
2023,2,3,2,213.453
2023,2,3,3,207.287
2023,2,3,4,204.622
2023,2,3,5,206.176
2023,2,3,6,216.075
2023,2,3,7,236.001
2023,2,3,8,249.61
2023,2,3,9,264.202
2023,2,3,10,273.872
2023,2,3,11,279.07
2023,2,3,12,282.736
2023,2,3,13,281.97
2023,2,3,14,282.115
2023,2,3,15,283.485
2023,2,3,16,285.092
2023,2,3,17,286.05
2023,2,3,18,287.8
2023,2,3,19,301.16
2023,2,3,20,305.36
2023,2,3,21,295.604
2023,2,3,22,281.33
2023,2,3,23,260.755
2023,2,3,24,238.777
2023,2,4,1,221.715
2023,2,4,2,212.511
2023,2,4,3,206.392
2023,2,4,4,203.581
2023,2,4,5,203.677
2023,2,4,6,208.711
2023,2,4,7,221.377
2023,2,4,8,237.589
2023,2,4,9,259.403
2023,2,4,10,270.102
2023,2,4,11,274.704
2023,2,4,12,278.538
2023,2,4,13,278.346
2023,2,4,14,280.616
2023,2,4,15,279.439
2023,2,4,16,280.137
2023,2,4,17,280.567
2023,2,4,18,281.439
2023,2,4,19,293.897
2023,2,4,20,296.687
2023,2,4,21,287.294
2023,2,4,22,273.54
2023,2,4,23,255.525
2023,2,4,24,235.249
2023,2,5,1,224.158
2023,2,5,2,214.301
2023,2,5,3,207.903
2023,2,5,4,205.549
2023,2,5,5,205.161
2023,2,5,6,208.588
2023,2,5,7,216.983
2023,2,5,8,225.895
2023,2,5,9,241.932
2023,2,5,10,253.93
2023,2,5,11,257.716
2023,2,5,12,259.558
2023,2,5,13,260.429
2023,2,5,14,262.417
2023,2,5,15,262.958
2023,2,5,16,265.606
2023,2,5,17,268.107
2023,2,5,18,269.713
