Month	Day	Period	Val
2	28	21	7.36
2	28	22	10.9
2	28	23	18.53
2	28	24	15.8
3	1	1	26.16
3	1	2	27.79
3	1	3	26.16
3	1	4	28.61
3	1	5	15.8
3	1	6	11.99
3	1	7	13.62
3	1	8	21.8
3	1	9	33.51
3	1	10	24.52
3	1	11	7.36
3	1	12	5.18
3	1	13	12.26
3	1	14	6.54
3	1	15	2.45
3	1	16	3.81
3	1	17	4.09
3	1	18	2.72
3	1	19	1.63
3	1	20	0.54
3	1	21	1.63
3	1	22	6.54
3	1	23	12.81
3	1	24	8.72
3	2	1	7.08
3	2	2	3.81
3	2	3	3.81
3	2	4	8.72
3	2	5	3.54
3	2	6	1.36
3	2	7	4.36
3	2	8	8.17
3	2	9	9.26
3	2	10	5.18
3	2	11	3
3	2	12	1.63
3	2	13	3.81
3	2	14	2.72
3	2	15	3
3	2	16	0.54
3	2	17	0.54
3	2	18	0.54
3	2	19	0.54
3	2	20	3.54
3	2	21	7.08
3	2	22	10.63
3	2	23	19.07
3	2	24	38.69
3	3	1	42.23
3	3	2	41.42
3	3	3	35.69
3	3	4	19.35
3	3	5	21.53
3	3	6	23.98
3	3	7	18.53
3	3	8	15.8
3	3	9	14.44
3	3	10	4.36
3	3	11	0
3	3	12	0
3	3	13	3.81
3	3	14	4.63
3	3	15	4.36
3	3	16	4.09
3	3	17	7.08
3	3	18	7.08
3	3	19	11.44
3	3	20	20.44
3	3	21	33.24
3	3	22	35.42
3	3	23	40.05
3	3	24	37.6
3	4	1	41.14
3	4	2	51.23
3	4	3	49.86
3	4	4	47.96
3	4	5	43.87
3	4	6	32.15
3	4	7	31.34
3	4	8	23.16
3	4	9	21.53
3	4	10	44.41
3	4	11	43.6
3	4	12	46.59
3	4	13	50.14
3	4	14	49.05
3	4	15	30.25
3	4	16	41.96
3	4	17	55.31
3	4	18	56.68
3	4	19	54.22
3	4	20	58.86
3	4	21	59.95
3	4	22	60.22
3	4	23	59.4
3	4	24	59.13
3	5	1	58.31
3	5	2	57.77
3	5	3	56.68
3	5	4	55.86
3	5	5	55.86
3	5	6	50.41
3	5	7	54.77
3	5	8	52.32
3	5	9	50.68
3	5	10	45.23
3	5	11	34.6
3	5	12	48.5
3	5	13	52.59
3	5	14	58.58
3	5	15	57.77
3	5	16	55.59
3	5	17	49.32
3	5	18	31.61
3	5	19	22.89
3	5	20	17.71
3	5	21	9.54
3	5	22	26.16
3	5	23	16.89
3	5	24	12.53
3	6	1	13.08
3	6	2	16.89
3	6	3	20.16
3	6	4	57.77
3	6	5	48.77
3	6	6	41.69
3	6	7	33.79
3	6	8	19.35
3	6	9	8.17
3	6	10	27.52
3	6	11	11.44
3	6	12	10.63
3	6	13	21.53
3	6	14	12.53
3	6	15	13.9
3	6	16	16.35
3	6	17	17.44
3	6	18	22.34
3	6	19	32.15
3	6	20	24.25
3	6	21	25.07
3	6	22	23.16
3	6	23	11.17
3	6	24	16.35
3	7	1	22.62
3	7	2	35.42
3	7	3	23.43
3	7	4	24.8
3	7	5	26.98
3	7	6	22.07
3	7	7	18.8
3	7	8	18.26
3	7	9	19.07
3	7	10	18.8
3	7	11	17.44
3	7	12	17.71
3	7	13	12.53
3	7	14	16.62
3	7	15	5.99
3	7	16	1.09
3	7	17	5.45
3	7	18	6.54
3	7	19	7.08
3	7	20	10.08
3	7	21	8.45
3	7	22	17.44
3	7	23	17.98
3	7	24	19.89
3	8	1	13.9
3	8	2	15.53
3	8	3	12.53
3	8	4	13.35
3	8	5	9.54
3	8	6	7.08
3	8	7	5.99
3	8	8	6.81
3	8	9	2.72
3	8	10	2.18
3	8	11	1.63
3	8	12	0.27
3	8	13	0
3	8	14	0
3	8	15	0.27
3	8	16	0.27
3	8	17	0.54
3	8	18	0.54
3	8	19	1.09
3	8	20	2.18
3	8	21	16.08
3	8	22	13.35
3	8	23	14.17
3	8	24	22.07
3	9	1	24.52
3	9	2	20.71
3	9	3	18.26
3	9	4	14.17
3	9	5	10.63
3	9	6	14.44
3	9	7	13.08
3	9	8	5.45
3	9	9	1.09
3	9	10	2.45
3	9	11	9.26
3	9	12	12.26
3	9	13	14.44
3	9	14	20.44
3	9	15	23.43
3	9	16	20.16
3	9	17	35.15
3	9	18	25.61
3	9	19	43.05
3	9	20	48.77
3	9	21	38.96
3	9	22	46.32
3	9	23	50.41
3	9	24	51.5
3	10	1	53.41
3	10	2	52.59
3	10	3	53.41
3	10	4	48.23
3	10	5	51.77
3	10	6	48.77
3	10	7	37.33
3	10	8	30.52
3	10	9	0
3	10	10	0
3	10	11	1.09
3	10	12	11.17
3	10	13	11.44
3	10	14	7.9
3	10	15	8.45
3	10	16	4.9
3	10	17	12.26
3	10	18	19.07
3	10	19	26.43
3	10	20	38.96
3	10	21	49.05
3	10	22	55.04
3	10	23	44.14
3	10	24	50.14
3	11	1	52.86
3	11	2	43.32
3	11	3	40.33
3	11	4	40.05
3	11	5	40.05
3	11	6	35.42
3	11	7	40.33
3	11	8	42.23
3	11	9	40.05
3	11	10	51.23
3	11	11	48.77
3	11	12	46.59
3	11	13	40.33
3	11	14	44.96
3	11	15	33.24
3	11	16	49.59
3	11	17	40.33
3	11	18	18.26
3	11	19	16.89
3	11	20	28.88
3	11	21	5.45
3	11	22	0
3	11	23	1.36
3	11	24	2.18
3	12	1	4.09
3	12	2	2.45
3	12	3	3.81
3	12	4	5.72
3	12	5	10.9
3	12	6	20.44
3	12	7	23.71
3	12	8	30.25
3	12	9	30.79
3	12	10	56.13
3	12	11	9.54
3	12	12	34.33
3	12	13	41.42
3	12	14	37.06
3	12	15	63.76
3	12	16	70.3
3	12	17	65.12
3	12	18	51.77
3	12	19	59.95
3	12	20	65.4
3	12	21	76.29
3	12	22	73.3
3	12	23	89.92
3	12	24	90.74
3	13	1	86.92
3	13	2	85.56
3	13	3	77.38
3	13	4	69.21
3	13	5	82.29
3	13	6	85.01
3	13	7	85.29
3	13	8	80.65
3	13	9	71.93
3	13	10	72.75
3	13	11	55.04
3	13	12	74.66
3	13	13	72.48
3	13	14	71.39
3	13	15	69.48
3	13	16	67.57
3	13	17	73.02
3	13	18	71.39
3	13	19	75.48
3	13	20	84.74
3	13	21	87.19
3	13	22	91.28
3	13	23	91.55
3	13	24	89.37
3	14	1	86.38
3	14	2	87.74
3	14	3	66.21
3	14	4	88.01
3	14	5	87.47
3	14	6	86.92
3	14	7	86.92
3	14	8	85.56
3	14	9	84.47
3	14	10	78.47
3	14	11	67.85
3	14	12	49.05
3	14	13	46.87
3	14	14	31.88
3	14	15	55.04
3	14	16	60.22
3	14	17	59.95
3	14	18	66.49
3	14	19	84.74
3	14	20	73.3
3	14	21	45.78
3	14	22	51.5
3	14	23	44.69
3	14	24	63.76
3	15	1	29.7
3	15	2	29.43
3	15	3	57.49
3	15	4	38.42
3	15	5	34.33
3	15	6	40.87
3	15	7	48.23
3	15	8	55.04
3	15	9	59.4
3	15	10	51.23
3	15	11	28.88
3	15	12	1.91
3	15	13	14.17
3	15	14	2.72
3	15	15	2.18
3	15	16	0
3	15	17	0
3	15	18	0
3	15	19	0
3	15	20	2.18
3	15	21	7.9
3	15	22	19.62
3	15	23	41.42
3	15	24	56.13
3	16	1	70.3
3	16	2	70.84
3	16	3	71.39
3	16	4	74.66
3	16	5	73.3
3	16	6	66.21
3	16	7	79.29
3	16	8	87.19
3	16	9	79.29
3	16	10	71.12
3	16	11	66.21
3	16	12	81.74
3	16	13	95.64
3	16	14	89.65
3	16	15	69.21
3	16	16	53.95
3	16	17	38.42
3	16	18	51.23
3	16	19	52.04
3	16	20	61.31
3	16	21	71.12
3	16	22	74.66
3	16	23	99.18
3	16	24	92.37
3	17	1	89.1
3	17	2	88.28
3	17	3	88.01
3	17	4	88.28
3	17	5	88.56
3	17	6	87.19
3	17	7	79.02
3	17	8	66.76
3	17	9	79.84
3	17	10	80.65
3	17	11	80.11
3	17	12	87.74
3	17	13	94.01
3	17	14	88.56
3	17	15	90.74
3	17	16	86.92
3	17	17	86.1
3	17	18	77.93
3	17	19	83.38
3	17	20	88.01
3	17	21	90.19
3	17	22	89.1
3	17	23	86.92
3	17	24	84.74
3	18	1	80.93
3	18	2	79.02
3	18	3	68.94
3	18	4	72.75
3	18	5	77.93
3	18	6	72.75
3	18	7	62.13
3	18	8	76.02
3	18	9	61.58
3	18	10	48.23
3	18	11	53.68
3	18	12	57.77
3	18	13	50.14
3	18	14	32.15
3	18	15	18.8
3	18	16	16.89
3	18	17	15.53
3	18	18	2.18
3	18	19	13.9
3	18	20	0
3	18	21	0
3	18	22	0.27
3	18	23	4.36
3	18	24	6.27
3	19	1	9.26
3	19	2	12.26
3	19	3	13.62
3	19	4	22.89
3	19	5	29.97
3	19	6	31.88
3	19	7	31.61
3	19	8	45.5
3	19	9	45.23
3	19	10	33.51
3	19	11	25.34
3	19	12	10.9
3	19	13	20.71
3	19	14	29.16
3	19	15	24.8
3	19	16	13.08
3	19	17	15.53
3	19	18	16.62
3	19	19	10.9
3	19	20	28.61
3	19	21	23.71
3	19	22	42.78
3	19	23	59.13
3	19	24	65.94
3	20	1	66.21
3	20	2	68.94
3	20	3	77.66
3	20	4	80.11
3	20	5	82.29
3	20	6	80.65
3	20	7	83.65
3	20	8	89.1
3	20	9	81.2
3	20	10	76.57
3	20	11	70.57
3	20	12	86.38
3	20	13	90.19
3	20	14	90.46
3	20	15	89.65
3	20	16	88.83
3	20	17	88.83
3	20	18	88.56
3	20	19	88.01
3	20	20	87.47
3	20	21	88.01
3	20	22	87.47
3	20	23	88.56
3	20	24	92.64
3	21	1	83.38
3	21	2	82.83
3	21	3	82.02
3	21	4	75.48
3	21	5	73.84
3	21	6	73.84
3	21	7	63.49
3	21	8	61.04
3	21	9	24.8
3	21	10	46.32
3	21	11	52.32
3	21	12	61.31
3	21	13	40.6
3	21	14	65.4
3	21	15	87.19
3	21	16	80.11
3	21	17	42.78
3	21	18	97.55
3	21	19	88.01
3	21	20	77.38
3	21	21	77.11
3	21	22	68.94
3	21	23	49.59
3	21	24	38.42
3	22	1	43.32
3	22	2	42.78
3	22	3	20.44
3	22	4	30.79
3	22	5	44.14
3	22	6	58.04
3	22	7	82.83
3	22	8	80.11
3	22	9	71.93
3	22	10	62.4
3	22	11	83.65
3	22	12	83.65
3	22	13	79.29
3	22	14	78.75
3	22	15	77.11
3	22	16	76.57
3	22	17	76.02
3	22	18	80.65
3	22	19	76.57
3	22	20	65.67
3	22	21	45.23
3	22	22	42.51
3	22	23	39.24
3	22	24	29.43
3	23	1	35.97
3	23	2	49.32
3	23	3	67.3
3	23	4	80.93
3	23	5	66.49
3	23	6	56.4
3	23	7	50.14
3	23	8	47.14
3	23	9	40.87
3	23	10	26.43
3	23	11	51.23
3	23	12	51.23
3	23	13	35.97
3	23	14	58.86
3	23	15	79.29
3	23	16	82.29
3	23	17	82.83
3	23	18	75.75
3	23	19	68.94
3	23	20	54.77
3	23	21	56.68
3	23	22	70.84
3	23	23	38.96
3	23	24	4.36
3	24	1	11.72
3	24	2	11.72
3	24	3	18.8
3	24	4	23.16
3	24	5	42.51
3	24	6	55.86
3	24	7	49.32
3	24	8	56.68
3	24	9	44.14
3	24	10	31.34
3	24	11	25.07
3	24	12	12.81
3	24	13	12.81
3	24	14	19.35
3	24	15	53.68
3	24	16	46.87
3	24	17	38.96
3	24	18	22.89
3	24	19	30.79
3	24	20	27.25
3	24	21	14.17
3	24	22	17.44
3	24	23	29.16
3	24	24	27.52
3	25	1	39.78
3	25	2	40.05
3	25	3	42.78
3	25	4	25.61
3	25	5	8.99
3	25	6	7.08
3	25	7	16.62
3	25	8	8.72
3	25	9	0
3	25	10	1.63
3	25	11	0
3	25	12	0
3	25	13	1.63
3	25	14	3.27
3	25	15	8.17
3	25	16	3.54
3	25	17	3.54
3	25	18	2.72
3	25	19	4.09
3	25	20	4.09
3	25	21	5.45
3	25	22	15.26
3	25	23	20.16
3	25	24	18.8
3	26	1	21.8
3	26	2	7.36
3	26	3	11.72
3	26	4	0.82
3	26	5	0
3	26	6	0
3	26	7	1.63
3	26	8	4.09
3	26	9	5.72
3	26	10	6.81
3	26	11	10.9
3	26	12	3.27
3	26	13	1.09
3	26	14	0.82
3	26	15	0.27
3	26	16	0.54
3	26	17	0.82
3	26	18	0.54
3	26	19	0.27
3	26	20	6.81
3	26	21	13.08
3	26	22	19.35
3	26	23	40.6
3	26	24	37.87
3	27	1	41.96
3	27	2	39.78
3	27	3	22.89
3	27	4	25.89
3	27	5	33.51
3	27	6	50.41
3	27	7	56.4
3	27	8	45.78
3	27	9	31.06
3	27	10	43.6
3	27	11	33.51
3	27	12	33.51
3	27	13	36.78
3	27	14	38.96
3	27	15	40.6
3	27	16	34.33
3	27	17	29.43
3	27	18	22.34
3	27	19	24.52
3	27	20	44.41
3	27	21	53.95
3	27	22	66.21
3	27	23	80.93
3	27	24	53.68
3	28	1	49.32
3	28	2	53.95
3	28	3	47.41
3	28	4	47.41
3	28	5	47.41
3	28	6	39.78
3	28	7	15.8
3	28	8	30.25
3	28	9	29.97
3	28	10	33.79
3	28	11	9.81
3	28	12	14.17
3	28	13	46.59
3	28	14	23.16
3	28	15	36.51
3	28	16	31.34
3	28	17	44.14
3	28	18	47.96
3	28	19	48.77
3	28	20	67.03
3	28	21	64.85
3	28	22	91.01
3	28	23	87.19
3	28	24	84.2
3	29	1	78.75
3	29	2	78.47
3	29	3	77.66
3	29	4	71.39
3	29	5	69.21
3	29	6	67.57
3	29	7	60.22
3	29	8	58.86
3	29	9	65.67
3	29	10	65.94
3	29	11	62.13
3	29	12	68.39
3	29	13	71.93
3	29	14	67.03
3	29	15	64.85
3	29	16	69.21
3	29	17	66.21
3	29	18	65.4
3	29	19	61.58
3	29	20	64.31
3	29	21	62.13
3	29	22	58.86
3	29	23	62.4
3	29	24	79.02
3	30	1	74.39
3	30	2	69.75
3	30	3	55.86
3	30	4	68.39
3	30	5	80.65
3	30	6	54.5
3	30	7	70.84
3	30	8	72.21
3	30	9	82.56
3	30	10	89.65
3	30	11	83.92
3	30	12	82.83
3	30	13	82.56
3	30	14	73.84
3	30	15	50.14
3	30	16	37.06
3	30	17	35.15
3	30	18	32.7
3	30	19	20.98
3	30	20	5.45
3	30	21	11.72
3	30	22	14.17
3	30	23	23.71
3	30	24	17.44
3	31	1	15.53
3	31	2	11.44
3	31	3	11.99
3	31	4	18.8
3	31	5	20.71
3	31	6	57.77
3	31	7	27.79
3	31	8	0
3	31	9	1.91
3	31	10	7.36
3	31	11	4.09
3	31	12	3.54
3	31	13	4.63
3	31	14	2.45
3	31	15	4.9
3	31	16	8.45
3	31	17	5.45
3	31	18	6.81
3	31	19	4.9
3	31	20	2.18
3	31	21	8.72
3	31	22	7.63
3	31	23	17.17
3	31	24	22.34
4	1	1	22.62
4	1	2	40.6
4	1	3	60.76
4	1	4	81.2
4	1	5	86.65
4	1	6	79.29
4	1	7	84.2
4	1	8	80.11
4	1	9	53.13
4	1	10	44.14
4	1	11	48.77
4	1	12	51.5
4	1	13	80.11
4	1	14	89.65
4	1	15	86.92
4	1	16	85.56
4	1	17	84.74
4	1	18	77.38
4	1	19	60.22
4	1	20	55.04
4	1	21	70.57
4	1	22	63.49
4	1	23	52.32
4	1	24	28.07
4	2	1	21.53
4	2	2	47.14
4	2	3	15.26
4	2	4	3.54
4	2	5	1.63
4	2	6	14.71
4	2	7	7.36
4	2	8	8.99
4	2	9	1.36
4	2	10	1.91
4	2	11	3.54
4	2	12	1.91
4	2	13	1.09
4	2	14	3
4	2	15	4.9
4	2	16	4.63
4	2	17	4.09
4	2	18	5.45
4	2	19	7.36
4	2	20	11.99
4	2	21	23.43
4	2	22	37.6
4	2	23	56.13
4	2	24	60.76
4	3	1	67.3
4	3	2	76.02
4	3	3	69.21
4	3	4	78.2
4	3	5	77.66
4	3	6	71.39
4	3	7	53.13
4	3	8	66.21
4	3	9	73.3
4	3	10	72.48
4	3	11	71.66
4	3	12	87.19
4	3	13	82.56
4	3	14	62.67
4	3	15	51.5
4	3	16	56.13
4	3	17	35.97
4	3	18	49.32
4	3	19	57.49
4	3	20	41.14
4	3	21	50.68
4	3	22	41.42
4	3	23	61.58
4	3	24	68.94
4	4	1	47.96
4	4	2	3
4	4	3	28.07
4	4	4	41.42
4	4	5	43.87
4	4	6	25.07
4	4	7	13.62
4	4	8	10.35
4	4	9	12.53
4	4	10	12.53
4	4	11	3
4	4	12	2.72
4	4	13	0
4	4	14	0
4	4	15	0
4	4	16	2.18
4	4	17	2.72
4	4	18	4.63
4	4	19	0.27
4	4	20	0.27
4	4	21	0
4	4	22	0.27
4	4	23	1.36
4	4	24	2.72
4	5	1	6.81
4	5	2	5.99
4	5	3	4.63
4	5	4	10.35
4	5	5	17.17
4	5	6	31.06
4	5	7	47.68
4	5	8	56.13
4	5	9	72.21
4	5	10	81.2
4	5	11	84.47
4	5	12	81.74
4	5	13	83.38
4	5	14	85.56
4	5	15	83.92
4	5	16	87.74
4	5	17	86.38
4	5	18	82.83
4	5	19	80.38
4	5	20	76.02
4	5	21	74.39
4	5	22	81.74
4	5	23	76.84
4	5	24	82.83
4	6	1	85.83
4	6	2	80.38
4	6	3	85.29
4	6	4	92.64
4	6	5	90.19
4	6	6	82.29
4	6	7	68.39
4	6	8	55.59
4	6	9	56.13
4	6	10	53.68
4	6	11	45.5
4	6	12	59.13
4	6	13	56.68
4	6	14	48.77
4	6	15	36.78
4	6	16	31.88
4	6	17	25.07
4	6	18	15.8
4	6	19	28.07
4	6	20	29.97
4	6	21	13.9
4	6	22	19.07
4	6	23	10.63
4	6	24	17.71
4	7	1	38.96
4	7	2	16.35
4	7	3	7.36
4	7	4	32.97
4	7	5	20.16
4	7	6	4.9
4	7	7	4.36
4	7	8	9.26
4	7	9	16.62
4	7	10	19.07
4	7	11	27.79
4	7	12	20.98
4	7	13	61.04
4	7	14	39.24
4	7	15	40.87
4	7	16	40.6
4	7	17	48.77
4	7	18	35.69
4	7	19	30.79
4	7	20	29.43
4	7	21	14.17
4	7	22	30.79
4	7	23	20.71
4	7	24	22.62
4	8	1	11.72
4	8	2	1.09
4	8	3	9.54
4	8	4	14.17
4	8	5	17.44
4	8	6	28.61
4	8	7	27.79
4	8	8	24.52
4	8	9	17.17
4	8	10	15.53
4	8	11	2.45
4	8	12	5.45
4	8	13	4.63
4	8	14	7.08
4	8	15	13.35
4	8	16	20.44
4	8	17	18.26
4	8	18	20.44
4	8	19	14.99
4	8	20	14.17
4	8	21	0.27
4	8	22	3.27
4	8	23	8.72
4	8	24	12.53
4	9	1	17.98
4	9	2	16.89
4	9	3	29.7
4	9	4	55.04
4	9	5	80.38
4	9	6	76.02
4	9	7	74.11
4	9	8	68.66
4	9	9	61.31
4	9	10	64.58
4	9	11	86.1
4	9	12	94.55
4	9	13	86.92
4	9	14	89.92
4	9	15	85.01
4	9	16	82.83
4	9	17	82.02
4	9	18	81.74
4	9	19	77.66
4	9	20	72.21
4	9	21	83.38
4	9	22	90.46
4	9	23	91.83
4	9	24	87.74
4	10	1	79.02
4	10	2	76.29
4	10	3	84.47
4	10	4	83.11
4	10	5	83.11
4	10	6	85.29
4	10	7	89.1
4	10	8	85.83
4	10	9	82.56
4	10	10	80.65
4	10	11	78.2
4	10	12	59.67
4	10	13	53.13
4	10	14	41.69
4	10	15	38.15
4	10	16	39.78
4	10	17	67.03
4	10	18	85.56
4	10	19	92.64
4	10	20	71.66
4	10	21	60.76
4	10	22	67.03
4	10	23	52.86
4	10	24	81.47
4	11	1	83.11
4	11	2	82.29
4	11	3	79.29
4	11	4	79.84
4	11	5	84.2
4	11	6	66.49
4	11	7	27.79
4	11	8	4.9
4	11	9	7.9
4	11	10	12.53
4	11	11	26.43
4	11	12	12.26
4	11	13	8.72
4	11	14	7.63
4	11	15	0
4	11	16	1.09
4	11	17	0.82
4	11	18	3
4	11	19	3.54
4	11	20	8.99
4	11	21	18.8
4	11	22	33.51
4	11	23	52.86
4	11	24	86.38
4	12	1	82.83
4	12	2	92.1
4	12	3	90.46
4	12	4	92.1
4	12	5	83.11
4	12	6	78.47
4	12	7	78.2
4	12	8	62.67
4	12	9	80.93
4	12	10	60.76
4	12	11	65.94
4	12	12	80.65
4	12	13	69.75
4	12	14	81.74
4	12	15	84.74
4	12	16	74.39
4	12	17	91.83
4	12	18	87.74
4	12	19	85.56
4	12	20	77.93
4	12	21	77.38
4	12	22	74.93
4	12	23	60.49
4	12	24	60.22
4	13	1	43.32
4	13	2	80.93
4	13	3	74.66
4	13	4	79.56
4	13	5	65.94
4	13	6	86.92
4	13	7	86.1
4	13	8	75.2
4	13	9	66.49
4	13	10	41.42
4	13	11	61.85
4	13	12	20.16
4	13	13	12.53
4	13	14	32.15
4	13	15	60.22
4	13	16	88.01
4	13	17	66.49
4	13	18	69.75
4	13	19	59.13
4	13	20	50.68
4	13	21	31.88
4	13	22	6.81
4	13	23	4.09
4	13	24	5.18
4	14	1	21.25
4	14	2	28.88
4	14	3	61.58
4	14	4	67.03
4	14	5	31.06
4	14	6	39.51
4	14	7	57.77
4	14	8	26.43
4	14	9	25.61
4	14	10	25.89
4	14	11	22.34
4	14	12	19.89
4	14	13	28.34
4	14	14	44.96
4	14	15	27.25
4	14	16	30.25
4	14	17	46.05
4	14	18	55.59
4	14	19	47.96
4	14	20	51.77
4	14	21	77.38
4	14	22	70.03
4	14	23	82.56
4	14	24	80.38
4	15	1	77.38
4	15	2	90.46
4	15	3	90.19
4	15	4	88.83
4	15	5	89.92
4	15	6	90.19
4	15	7	90.19
4	15	8	86.92
4	15	9	86.1
4	15	10	87.19
4	15	11	87.19
4	15	12	78.75
4	15	13	67.3
4	15	14	46.87
4	15	15	31.34
4	15	16	30.52
4	15	17	70.84
4	15	18	62.13
4	15	19	78.75
4	15	20	55.04
4	15	21	17.44
4	15	22	18.53
4	15	23	24.52
4	15	24	27.52
4	16	1	36.51
4	16	2	0
4	16	3	0
4	16	4	0
4	16	5	0
4	16	6	0
4	16	7	0
4	16	8	0
4	16	9	0
4	16	10	0
4	16	11	0
4	16	12	0
4	16	13	0
4	16	14	0
4	16	15	0
4	16	16	0
4	16	17	0
4	16	18	0
4	16	19	0
4	16	20	0
4	16	21	0
4	16	22	0
4	16	23	0
4	16	24	0
4	17	1	0
4	17	2	0
4	17	3	0
4	17	4	0
4	17	5	0
4	17	6	0
4	17	7	0
4	17	8	0
4	17	9	0
4	17	10	0
4	17	11	0
4	17	12	0
4	17	13	0
4	17	14	0
4	17	15	0
4	17	16	0
4	17	17	0
4	17	18	0
4	17	19	0
4	17	20	0
4	17	21	0
4	17	22	0
4	17	23	0
4	17	24	0
4	18	1	0
4	18	2	0
4	18	3	0
4	18	4	0
4	18	5	0
4	18	6	0
4	18	7	0
4	18	8	0
4	18	9	0
4	18	10	0
4	18	11	0
4	18	12	0
4	18	13	0
4	18	14	0
4	18	15	0
4	18	16	0
4	18	17	0
4	18	18	0
4	18	19	0
4	18	20	0
4	18	21	0
4	18	22	0
4	18	23	0
4	18	24	0
4	19	1	0
4	19	2	0
4	19	3	0
4	19	4	0
4	19	5	0
4	19	6	0
4	19	7	0
4	19	8	0
4	19	9	0
4	19	10	0
4	19	11	0
4	19	12	0
4	19	13	0
4	19	14	0
4	19	15	0
4	19	16	0
4	19	17	0
4	19	18	0
4	19	19	0
4	19	20	0
4	19	21	0
4	19	22	0
4	19	23	0
4	19	24	0
4	20	1	0
4	20	2	0
4	20	3	0
4	20	4	0
4	20	5	0
4	20	6	0
4	20	7	0
4	20	8	0
4	20	9	0
4	20	10	0
4	20	11	0
4	20	12	0
4	20	13	0
4	20	14	0
4	20	15	0
4	20	16	0
4	20	17	0
4	20	18	0
4	20	19	11.99
4	20	20	8.99
4	20	21	0
4	20	22	0
4	20	23	0
4	20	24	0
4	21	1	0
4	21	2	0
4	21	3	0
4	21	4	0
4	21	5	0
4	21	6	0
4	21	7	0
4	21	8	0
4	21	9	0
4	21	10	0
4	21	11	0
4	21	12	0
4	21	13	0
4	21	14	0
4	21	15	0
4	21	16	0
4	21	17	0
4	21	18	0
4	21	19	79.02
4	21	20	83.92
4	21	21	36.51
4	21	22	0
4	21	23	0
4	21	24	0
4	22	1	0
4	22	2	0
4	22	3	0
4	22	4	0
4	22	5	0
4	22	6	0
4	22	7	0
4	22	8	0
4	22	9	0
4	22	10	0
4	22	11	0
4	22	12	0
4	22	13	0
4	22	14	0
4	22	15	0
4	22	16	0
4	22	17	0
4	22	18	0
4	22	19	80.11
4	22	20	74.39
4	22	21	13.35
4	22	22	10.63
4	22	23	16.89
4	22	24	73.3
4	23	1	55.31
4	23	2	58.31
4	23	3	84.47
4	23	4	100
4	23	5	100
4	23	6	90.74
4	23	7	86.1
4	23	8	83.92
4	23	9	82.56
4	23	10	82.02
4	23	11	75.75
4	23	12	61.31
4	23	13	44.41
4	23	14	53.13
4	23	15	56.13
4	23	16	60.76
4	23	17	60.76
4	23	18	65.4
4	23	19	64.03
4	23	20	64.85
4	23	21	70.3
4	23	22	74.39
4	23	23	36.51
4	23	24	36.51
4	24	1	36.78
4	24	2	56.68
4	24	3	15.26
4	24	4	1.09
4	24	5	10.35
4	24	6	1.91
4	24	7	1.91
4	24	8	8.99
4	24	9	9.26
4	24	10	27.52
4	24	11	47.68
4	24	12	71.93
4	24	13	52.32
4	24	14	41.69
4	24	15	36.24
4	24	16	45.5
4	24	17	36.24
4	24	18	43.05
4	24	19	29.7
4	24	20	16.35
4	24	21	11.99
4	24	22	7.9
4	24	23	16.08
4	24	24	16.35
4	25	1	10.35
4	25	2	23.43
4	25	3	8.45
4	25	4	13.35
4	25	5	35.15
4	25	6	33.79
4	25	7	29.7
4	25	8	37.87
4	25	9	43.05
4	25	10	51.23
4	25	11	68.94
4	25	12	60.49
4	25	13	42.78
4	25	14	72.75
4	25	15	50.41
4	25	16	40.6
4	25	17	41.14
4	25	18	47.41
4	25	19	52.86
4	25	20	43.32
4	25	21	47.96
4	25	22	50.68
4	25	23	40.6
4	25	24	41.14
4	26	1	25.07
4	26	2	37.06
4	26	3	38.15
4	26	4	48.77
4	26	5	49.59
4	26	6	37.06
4	26	7	23.16
4	26	8	30.52
4	26	9	32.7
4	26	10	15.53
4	26	11	35.15
4	26	12	31.61
4	26	13	32.7
4	26	14	8.17
4	26	15	6.81
4	26	16	0
4	26	17	0
4	26	18	11.44
4	26	19	29.43
4	26	20	29.43
4	26	21	31.06
4	26	22	42.23
4	26	23	45.78
4	26	24	38.42
4	27	1	52.32
4	27	2	63.22
4	27	3	54.22
4	27	4	47.14
4	27	5	17.98
4	27	6	16.62
4	27	7	23.98
4	27	8	38.15
4	27	9	34.6
4	27	10	47.41
4	27	11	46.05
4	27	12	55.86
4	27	13	76.29
4	27	14	73.3
4	27	15	77.93
4	27	16	76.84
4	27	17	81.74
4	27	18	84.47
4	27	19	92.37
4	27	20	91.28
4	27	21	82.02
4	27	22	79.02
4	27	23	56.4
4	27	24	43.6
4	28	1	43.32
4	28	2	54.22
4	28	3	83.38
4	28	4	88.28
4	28	5	83.65
4	28	6	62.67
4	28	7	46.87
4	28	8	76.57
4	28	9	89.92
4	28	10	82.83
4	28	11	73.3
4	28	12	48.5
4	28	13	41.42
4	28	14	51.5
4	28	15	56.13
4	28	16	74.39
4	28	17	78.47
4	28	18	80.11
4	28	19	86.1
4	28	20	89.1
4	28	21	95.1
4	28	22	94.55
4	28	23	94.01
4	28	24	90.19
4	29	1	92.64
4	29	2	91.83
4	29	3	86.92
4	29	4	85.29
4	29	5	87.74
4	29	6	89.92
4	29	7	85.56
4	29	8	87.19
4	29	9	89.65
4	29	10	88.83
4	29	11	82.83
4	29	12	73.57
4	29	13	63.76
4	29	14	57.49
4	29	15	56.68
4	29	16	65.94
